serotype	study	gene1	gene2	true_rho_ijg1g2	true_nu_j	true_r_i	carriage_samples	surveillance_population	time_interval	true_nu_g1	true_nu_g2	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	nu_j	nu_j_lower	nu_j_upper	nu_g1	nu_g1_lower	nu_g1_upper	nu_g2	nu_g2_lower	nu_g2_upper	rho_diff	nu_j_diff	nu_g1_diff	nu_g2_diff	r_diff
Serotype_10	Population_F	Gene1_A	Gene2_A	0.00483890768373385	0.00915736905140876	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	3	0	0.00291081643789758	0.000593585274520054	0.00783870028457037	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00297261777180693	0.000698741795686531	0.00470336999621085	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.398455885471346	0.675385172846165	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_11	Population_F	Gene1_A	Gene2_A	0.0279377350118011	0.00522944348484999	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	26	1	0.0271312111604145	0.0175525453022201	0.0403589056059213	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00176940017251243	0.000403680506561815	0.00290392827560004	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0288686198450228	0.661646563800051	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_12	Population_F	Gene1_A	Gene2_A	0.000957944127731025	0.00171333895893638	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	1	0	0.000652953909419199	3.33183415135259e-05	0.00375232295115698	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00055845272533148	0.000132264224204295	0.000948092895737546	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.318379965472748	0.674055899786367	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_13	Population_F	Gene1_A	Gene2_A	0.0381682025385089	0.0211797975556686	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	37	2	0.0438845067974152	0.0309423955739793	0.0602887789254558	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00676909678429825	0.00169302637052419	0.0123386936259592	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.149766137222178	0.680398418988356	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_14	Population_F	Gene1_A	Gene2_A	0.0417816182016395	1.51053280711885e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	38	0	0.0358569056167012	0.025570455730105	0.0488222866557993	0.0566647206936327	0.00666091588479747	0.16770924786517	5.50756160228851e-06	1.36103573597642e-06	9.10729089489412e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.141801893750152	0.635389474738155	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_15	Population_F	Gene1_A	Gene2_A	0.0319876407040283	0.00159293845675666	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	31	0	0.0382648506029305	0.0274247359338914	0.0520018322481113	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000519324544710631	0.000124003940215171	0.000856596676435691	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.196238602183365	0.673983296399275	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_16	Population_F	Gene1_A	Gene2_A	0.0298260936979204	2.15697089724176e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	20	0	0.0313429733080586	0.0216699979087581	0.0430905058359061	0.0566647206936327	0.00666091588479747	0.16770924786517	7.51292756584769e-06	1.7543616067229e-06	1.22291436821368e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0508574681452132	0.651690823670597	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_17	Population_F	Gene1_A	Gene2_A	0.0184103331295773	4.96360232812137e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	23	0	0.0205574306470001	0.0130355455251193	0.032259283682111	0.0566647206936327	0.00666091588479747	0.16770924786517	1.80120067442047e-05	4.1158897180695e-06	2.98782878905211e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.116624588067521	0.637118254978701	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_18	Population_F	Gene1_A	Gene2_A	0.0082598099950701	0.0284992836819387	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	10	0	0.00719496121676474	0.00334511377357825	0.0141266101015338	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00909348338695099	0.00209563043879739	0.0152626137323843	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.128919282518716	0.680922387789208	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_19	Population_F	Gene1_A	Gene2_A	0.0422584784566425	0.00499501697873601	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	50	0	0.0495992932032828	0.0376712212643427	0.0649720918617759	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00152220098426903	0.000371625221175467	0.00255135232966687	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.173712235147605	0.695256094073534	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_20	Population_F	Gene1_A	Gene2_A	0.00948853134177625	0.0261759830892973	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	7	0	0.0130172082016168	0.00635103986278793	0.0212594182349807	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00869631742482438	0.00214000721466035	0.0141413491040723	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.37188862351167	0.667774944873795	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_1	Population_F	Gene1_A	Gene2_A	0.00379338125931099	0.00192366131736158	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	5	0	0.00534661536951759	0.00178836374223761	0.0121533062691364	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000595208865240987	0.000146467132101535	0.000957909423889426	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.409459003466664	0.690585416534054	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_2	Population_F	Gene1_A	Gene2_A	0.0340601899195462	7.10537281277665e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	27	0	0.0347169181169872	0.0250314557296166	0.0497472493875363	0.0566647206936327	0.00666091588479747	0.16770924786517	2.3070337469269e-05	5.23671606863878e-06	3.70727446095238e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0192814015127994	0.675311372433763	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_3	Population_F	Gene1_A	Gene2_A	0.0371231427649036	0.00166667292466383	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	35	0	0.0475308602957988	0.0349854973517217	0.0623974658011651	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000554563682177939	0.000123960831996572	0.000909565182922438	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.280356585023148	0.667263040053407	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_4	Population_F	Gene1_A	Gene2_A	0.0279485407634638	0.000624277781675576	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	24	0	0.025690434376576	0.0166331624789668	0.0373607665911301	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000199998142726184	4.49581194082126e-05	0.000335248917767774	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0807951444048127	0.679632771505363	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_5	Population_F	Gene1_A	Gene2_A	0.022246418625582	0.000361271220343049	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	20	0	0.036363360418948	0.0231615907403506	0.0496501909582476	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00012612052477599	3.1802123625683e-05	0.000196267977340933	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.634571435113262	0.650897946821695	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_6	Population_F	Gene1_A	Gene2_A	0.0284067163593136	0.0551160483973277	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	27	2	0.0241048320839433	0.0153519211456207	0.0352750983126226	0.0566647206936327	0.00666091588479747	0.16770924786517	0.0178907825933877	0.00421580026298519	0.0302183325816193	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.15143898439215	0.675397944634667	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_7	Population_F	Gene1_A	Gene2_A	0.0406571613042615	1.69363031133799e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	39	0	0.0472308668992433	0.0345941558544014	0.062457357156595	0.0566647206936327	0.00666091588479747	0.16770924786517	5.60663379305564e-06	1.34812828513622e-06	9.24409365995963e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.16168629053531	0.668957637595283	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_8	Population_F	Gene1_A	Gene2_A	0.00080153999151662	0.00609865355644351	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	1	0	0.000658709191598853	3.57698953506887e-06	0.00400867300166716	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00213894601638782	0.000482998186885177	0.00343976466879048	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.178195475496502	0.649275697235184	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_9	Population_F	Gene1_A	Gene2_A	0.0369040548685007	0.00768771721786772	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	41	3	0.0545676695714133	0.0389542186316942	0.0710364129887274	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00264953168011186	0.000589270333507018	0.00442013430805786	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.478636148950378	0.655355210783008	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_10	Population_F	Gene1_A	Gene2_A	0.00475363626610488	0.00915736905140876	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	5	0	0.00517114459810542	0.00218310238375081	0.011666926085898	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00297261777180693	0.000698741795686531	0.00470336999621085	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0878292550436655	0.675385172846165	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_11	Population_F	Gene1_A	Gene2_A	0.0077476745354943	0.00522944348484999	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	3	1	0.00604363367980051	0.00259653934471622	0.0125185296286614	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00176940017251243	0.000403680506561815	0.00290392827560004	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.219942235297456	0.661646563800051	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_12	Population_F	Gene1_A	Gene2_A	0.00358986322535202	0.00171333895893638	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	5	0	0.00277157179791364	0.000637322178221961	0.00824198860913211	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00055845272533148	0.000132264224204295	0.000948092895737546	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.22794501519153	0.674055899786367	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_13	Population_F	Gene1_A	Gene2_A	0.00948415285674855	0.0211797975556686	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	8	1	0.014870799578007	0.00825404171073579	0.0244107657737225	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00676909678429825	0.00169302637052419	0.0123386936259592	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.567962874768038	0.680398418988356	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_14	Population_F	Gene1_A	Gene2_A	0.0315480877296068	1.51053280711885e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	31	0	0.037837197170293	0.0270876852797586	0.0512181892709807	0.0566647206936327	0.00666091588479747	0.16770924786517	5.50756160228851e-06	1.36103573597642e-06	9.10729089489412e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.199349941416072	0.635389474738155	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_15	Population_F	Gene1_A	Gene2_A	0.0388555482961237	0.00159293845675666	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	32	0	0.0207496533424418	0.0123319773730572	0.032338905308099	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000519324544710631	0.000124003940215171	0.000856596676435691	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.465979654068816	0.673983296399275	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_16	Population_F	Gene1_A	Gene2_A	0.0458620180143043	2.15697089724176e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	41	0	0.0530687053993553	0.0400936117102345	0.070611976613541	0.0566647206936327	0.00666091588479747	0.16770924786517	7.51292756584769e-06	1.7543616067229e-06	1.22291436821368e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.157138470941318	0.651690823670597	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_17	Population_F	Gene1_A	Gene2_A	0.000334491673856974	4.96360232812137e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	0	0	0.000731163471731353	8.55383447863516e-06	0.00425055862967682	0.0566647206936327	0.00666091588479747	0.16770924786517	1.80120067442047e-05	4.1158897180695e-06	2.98782878905211e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	1.18589438505424	0.637118254978701	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_18	Population_F	Gene1_A	Gene2_A	0.016333731089253	0.0284992836819387	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	11	2	0.0142073900569629	0.00793088504745279	0.0239471341147982	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00909348338695099	0.00209563043879739	0.0152626137323843	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.130180974614498	0.680922387789208	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_19	Population_F	Gene1_A	Gene2_A	0.00308156620012596	0.00499501697873601	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	4	0	0.00291090208190633	0.000627409746642587	0.0085709593717308	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00152220098426903	0.000371625221175467	0.00255135232966687	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0553822657493626	0.695256094073534	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_20	Population_F	Gene1_A	Gene2_A	0.0283410255564377	0.0261759830892973	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	24	2	0.0249798982574573	0.0153324066331063	0.0352481169243581	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00869631742482438	0.00214000721466035	0.0141413491040723	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.118595824709557	0.667774944873795	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_1	Population_F	Gene1_A	Gene2_A	0.00579322692938149	0.00192366131736158	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	1	0	0.00428508809791573	0.00135549963601564	0.0099221196720434	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000595208865240987	0.000146467132101535	0.000957909423889426	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.260327939825201	0.690585416534054	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_2	Population_F	Gene1_A	Gene2_A	0.0228154142037965	7.10537281277665e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	25	0	0.0257479000711306	0.0162574149581002	0.0361207722248993	0.0566647206936327	0.00666091588479747	0.16770924786517	2.3070337469269e-05	5.23671606863878e-06	3.70727446095238e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.128530906392492	0.675311372433763	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_3	Population_F	Gene1_A	Gene2_A	0.0416812948416919	0.00166667292466383	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	46	0	0.0413551400932817	0.0297178372121594	0.0570537762491749	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000554563682177939	0.000123960831996572	0.000909565182922438	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.00782496680222928	0.667263040053407	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_4	Population_F	Gene1_A	Gene2_A	0.0271086977794766	0.000624277781675576	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	22	0	0.0362975293106537	0.0250221615046236	0.0487394621519939	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000199998142726184	4.49581194082126e-05	0.000335248917767774	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.338962483772779	0.679632771505363	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_5	Population_F	Gene1_A	Gene2_A	0.0467777683166787	0.000361271220343049	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	52	0	0.0492568754524785	0.0365706329073732	0.0659809421431095	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00012612052477599	3.1802123625683e-05	0.000196267977340933	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0529975504392729	0.650897946821695	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_6	Population_F	Gene1_A	Gene2_A	0.0145438869600184	0.0551160483973277	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	20	1	0.0174863568768812	0.00944626770839982	0.0271091998589597	0.0566647206936327	0.00666091588479747	0.16770924786517	0.0178907825933877	0.00421580026298519	0.0302183325816193	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.202316610748676	0.675397944634667	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_7	Population_F	Gene1_A	Gene2_A	0.0450355022097938	1.69363031133799e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	38	0	0.0498908572916433	0.0356723735528202	0.0649429982236483	0.0566647206936327	0.00666091588479747	0.16770924786517	5.60663379305564e-06	1.34812828513622e-06	9.24409365995963e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.107811722832163	0.668957637595283	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_8	Population_F	Gene1_A	Gene2_A	0.0423487175372429	0.00609865355644351	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	44	2	0.0464641999728191	0.0334286624916348	0.0596490209178611	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00213894601638782	0.000482998186885177	0.00343976466879048	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0971808043999641	0.649275697235184	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_9	Population_F	Gene1_A	Gene2_A	0.00789697400759906	0.00768771721786772	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	8	0	0.0116704241170316	0.00589978965347401	0.0204761128443846	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00264953168011186	0.000589270333507018	0.00442013430805786	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.477834941054826	0.655355210783008	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_10	Population_F	Gene1_A	Gene2_A	0.023963398206979	0.00915736905140876	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	22	1	0.0202410944866124	0.0126395203443814	0.0303455195618353	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00297261777180693	0.000698741795686531	0.00470336999621085	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.155332882599372	0.675385172846165	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_11	Population_F	Gene1_A	Gene2_A	0.00221089927945286	0.00522944348484999	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	0	0	0.000862855883665917	3.12458267462517e-05	0.00437584937259281	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00176940017251243	0.000403680506561815	0.00290392827560004	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.609726281208319	0.661646563800051	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_12	Population_F	Gene1_A	Gene2_A	0.00289229607442394	0.00171333895893638	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	1	0	0.00451028495816501	0.00124190307627141	0.0104513007920199	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00055845272533148	0.000132264224204295	0.000948092895737546	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.559413297292993	0.674055899786367	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_13	Population_F	Gene1_A	Gene2_A	0.0134064295329154	0.0211797975556686	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	16	0	0.015154223661566	0.00863574479408247	0.0234830330393435	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00676909678429825	0.00169302637052419	0.0123386936259592	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.130369844137805	0.680398418988356	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_14	Population_F	Gene1_A	Gene2_A	0.00399655363289639	1.51053280711885e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	5	0	0.00543817343349408	0.00185833255786252	0.0116945382469888	0.0566647206936327	0.00666091588479747	0.16770924786517	5.50756160228851e-06	1.36103573597642e-06	9.10729089489412e-06	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.360715739864326	0.635389474738155	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_15	Population_F	Gene1_A	Gene2_A	0.0180653892690316	0.00159293845675666	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	15	0	0.0204085965405397	0.0132596165421089	0.0300997568766147	0.0566647206936327	0.00666091588479747	0.16770924786517	0.000519324544710631	0.000124003940215171	0.000856596676435691	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.129706990345616	0.673983296399275	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_16	Population_F	Gene1_A	Gene2_A	0.0336336357053369	2.15697089724176e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	33	0	0.0422044429353508	0.0307389966946253	0.0587821727233426	0.0566647206936327	0.00666091588479747	0.16770924786517	7.51292756584769e-06	1.7543616067229e-06	1.22291436821368e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.254828449267347	0.651690823670597	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_17	Population_F	Gene1_A	Gene2_A	0.0494711651932448	4.96360232812137e-05	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	36	0	0.0465693540599897	0.0324206765656997	0.0605729324217988	0.0566647206936327	0.00666091588479747	0.16770924786517	1.80120067442047e-05	4.1158897180695e-06	2.98782878905211e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.0586566158674467	0.637118254978701	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_18	Population_F	Gene1_A	Gene2_A	0.0142013537464663	0.0284992836819387	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	14	2	0.0111057337266404	0.00575562631492361	0.0197209823214004	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00909348338695099	0.00209563043879739	0.0152626137323843	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.217980628825347	0.680922387789208	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_19	Population_F	Gene1_A	Gene2_A	0.0452751859789714	0.00499501697873601	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	31	0	0.0543740891069707	0.0412848618522807	0.0716326817228679	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00152220098426903	0.000371625221175467	0.00255135232966687	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.200968873595029	0.695256094073534	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_20	Population_F	Gene1_A	Gene2_A	0.016329269122798	0.0261759830892973	0.066941435749272	883	13470	1	0.290397135415241	13.689437742639	20	2	0.013163853344529	0.00720208483773542	0.0220874868129785	0.0566647206936327	0.00666091588479747	0.16770924786517	0.00869631742482438	0.00214000721466035	0.0141413491040723	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.193849201361353	0.667774944873795	1.95470411528931	0.945621357081771	0.153517995851338
Serotype_1	Population_G	Gene1_A	Gene2_A	0.0466937284800224	0.00192366131736158	0.116616862902031	760	768406	1	0.290397135415241	13.689437742639	31	26	0.0411449688624341	0.0294960984113395	0.0572740034105504	0.112053738021528	0.0936265897261774	0.128531503019632	0.000595208865240987	0.000146467132101535	0.000957909423889426	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.118833080977081	0.690585416534054	1.95470411528931	0.945621357081771	0.0391292028180977
Serotype_2	Population_G	Gene1_A	Gene2_A	0.0269356897682883	7.10537281277665e-05	0.116616862902031	760	768406	1	0.290397135415241	13.689437742639	20	1	0.023775864057797	0.015444970617487	0.0382185690267136	0.112053738021528	0.0936265897261774	0.128531503019632	2.3070337469269e-05	5.23671606863878e-06	3.70727446095238e-05	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.11730999791256	0.675311372433763	1.95470411528931	0.945621357081771	0.0391292028180977
Serotype_3	Population_G	Gene1_A	Gene2_A	0.033675368828699	0.00166667292466383	0.116616862902031	760	768406	1	0.290397135415241	13.689437742639	22	17	0.0256831829705238	0.0152104233399967	0.0403521166058951	0.112053738021528	0.0936265897261774	0.128531503019632	0.000554563682177939	0.000123960831996572	0.000909565182922438	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	0.23733031399983	0.667263040053407	1.95470411528931	0.945621357081771	0.0391292028180977
Serotype_4	Population_G	Gene1_A	Gene2_A	0.000132649100851268	0.000624277781675576	0.116616862902031	760	768406	1	0.290397135415241	13.689437742639	0	0	0.000882861262791831	3.88590766130537e-05	0.00462187221585986	0.112053738021528	0.0936265897261774	0.128531503019632	0.000199998142726184	4.49581194082126e-05	0.000335248917767774	0.858037611079639	0.146894329772987	9.99860963652338	0.74441304675829	0.0743362450785774	3.80984614076117	5.6556143775278	0.679632771505363	1.95470411528931	0.945621357081771	0.0391292028180977
