serotype	study	true_rho_ij	true_psi_j	true_dur_j	true_r_i	carriage_samples	surveillance_population	time_interval	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	psi	psi_lower	psi_upper	dur	dur_lower	dur_upper	rho_diff	psi_diff	dur_diff	r_diff	true_nu_j	nu	nu_diff
Serotype_4	Population_F	0.00921126847388223	0.00175477867541166	0.408251094748266	0.066941435749272	883	13470	1	8	0	0.0100482820297818	0.00476861704993856	0.022812570530927	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.00237688150159498	0.000963998346291623	0.00296052121742527	0.673387287639253	0.263294140391134	0.76294369704275	0.0908684355768001	0.354519253567619	0.649443923853955	0.0231157632990344	0.00429828284108751	0.00352973919351493	0.178802483686283
Serotype_5	Population_F	0.00951881209621206	0.000885710325422622	0.446852078009397	0.066941435749272	883	13470	1	10	0	0.0122709042236968	0.00579645575492163	0.021052875130867	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.000580963563335738	0.000116809495067827	0.00146916318271564	0.6246963716431	0.066142671313868	0.746039414432896	0.289121384020164	0.344070463378049	0.397993659167818	0.0231157632990344	0.00198211079014832	0.00092999349717314	0.53080650093048
Serotype_6	Population_F	0.029781572567299	0.474894993383791	0.092042313166894	0.066941435749272	883	13470	1	22	150	0.0309453878118826	0.0237413821142205	0.0428449393065324	0.0653940333655943	0.0337972147507537	0.0883472982474553	2.44148930611733	1.12741371983216	5.87457991748164	0.474119197201897	0.224746335576902	0.761605766523999	0.0390783677374206	4.14111401495492	4.1511004112012	0.0231157632990344	5.15952910182403	5.14952636494417	0.00193869182292789
Serotype_7	Population_F	0.0125511533464305	1.93207184667791e-05	0.662816974613816	0.066941435749272	883	13470	1	7	0	0.0101408242705153	0.00369679455941362	0.0595792375950369	0.0653940333655943	0.0337972147507537	0.0883472982474553	1.43658899947855e-05	1.00596662423523e-05	2.4103159747097e-05	0.665270040851875	0.333058738085094	0.786597784468002	0.19204044515962	0.256451564185519	0.00370097075363644	0.0231157632990344	2.91494020321917e-05	2.15940732524045e-05	0.259193268233883
Serotype_8	Population_F	0.0147352556581609	0.030306965465654	0.247399480966851	0.066941435749272	883	13470	1	15	3	0.0189176225564175	0.0116927217291486	0.0290689013961546	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.0655834105764385	0.0159513474984045	0.127895461657858	0.534777386338499	0.177701879864671	0.720770423091998	0.283834023330314	1.16397153488568	1.16159461712918	0.0231157632990344	0.122502138433002	0.122636843389122	0.00109961309935537
Serotype_9	Population_F	0.0377011657925323	0.0404805822042693	0.231057922495529	0.066941435749272	883	13470	1	28	4	0.0317438800147558	0.0224413928362771	0.0428364875323524	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.0863680446350246	0.013785406302247	0.140946971672591	0.492231529077494	0.0782463802963372	0.697680011823158	0.158013304165688	1.13356725452223	1.1303382448919	0.0231157632990344	0.175196685606193	0.175462235824043	0.0015157262646324
Serotype_10	Population_F	0.0302055168314837	0.0503748071240825	0.218712258478627	0.066941435749272	883	13470	1	16	10	0.0247417932350589	0.0163259724147648	0.035403537044735	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.112365811457848	0.0575793850115744	0.154077000967888	0.53032511877939	0.250170465906758	0.710837821106598	0.18088495644378	1.23059536845612	1.42476175075123	0.0231157632990344	0.23032457108025	0.211880990507243	0.0800764785385442
Serotype_11	Population_F	0.0375929219764657	0.0250074461545483	0.258250985492486	0.066941435749272	883	13470	1	35	4	0.0414473446548637	0.0288809371344506	0.0672824303788961	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.046730666685633	0.00899029544232778	0.0716670684432252	0.483165295384976	0.10169128217959	0.682193038382711	0.102530542340149	0.868670091173379	0.870913655812684	0.0231157632990344	0.0968338847066116	0.0967177633244519	0.00119918128361224
Serotype_12	Population_F	0.0388871324830689	0.00619874987881543	0.337000465334859	0.066941435749272	883	13470	1	24	0	0.0276524910955768	0.0169189392394367	0.0482731142362593	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.00674733258012203	0.00160105521836415	0.0126935919486622	0.40374941309904	0.0906047978837178	0.679714461805014	0.288903826796268	0.088498925110918	0.198067820760595	0.0231157632990344	0.0183938911557765	0.0167116839336851	0.0914546687182673
Serotype_13	Population_F	0.0107436631456949	0.143681964011969	0.159537706745323	0.066941435749272	883	13470	1	11	13	0.0152308781855614	0.0100953428340107	0.0341186667064157	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.421620938994941	0.178302596741285	0.675058804515755	0.452829500595997	0.209046445185838	0.655084721698364	0.417661553514416	1.93440406312806	1.8383854189334	0.0231157632990344	0.900614449982881	0.931080988407381	0.0338286138148009
Serotype_14	Population_F	0.0492666954407468	1.6746062302669e-05	0.670891348656733	0.066941435749272	883	13470	1	36	0	0.0411374030736565	0.0305496810927075	0.0541703462647759	0.0653940333655943	0.0337972147507537	0.0883472982474553	1.63010786591029e-05	1.06103412220412e-05	2.55741761194961e-05	0.685111627966979	0.383127757025206	0.787563993750522	0.165005838008101	0.0265724344937562	0.0211960988000787	0.0231157632990344	2.49609155583809e-05	2.37933177509704e-05	0.0467770424798565
Serotype_15	Population_F	0.0153726678690873	0.0056591179581473	0.342142662964761	0.066941435749272	883	13470	1	13	1	0.0153604411786011	0.00842824706272782	0.0272317575913445	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.00420881520207079	0.000918167274135638	0.0126952500488838	0.433858422258586	0.0548444813125066	0.749756286892406	0.000795352543246697	0.256277173722549	0.268062914163004	0.0231157632990344	0.0165402288890531	0.0097008954676055	0.413496903055199
Serotype_16	Population_F	0.0234023062395863	2.61399863717828e-05	0.645750303613022	0.066941435749272	883	13470	1	22	0	0.0267035021742342	0.0177287415807129	0.0547336424421493	0.0653940333655943	0.0337972147507537	0.0883472982474553	1.79973200875276e-05	1.03857823838541e-05	3.69822809258819e-05	0.519426999540116	0.304099845242331	0.792974396123896	0.141062846578075	0.311502315588233	0.195622523700132	0.0231157632990344	4.04800218064592e-05	3.4648410851692e-05	0.144061457838362
Serotype_17	Population_F	0.0053627957473509	7.4087719082726e-05	0.586932990816422	0.066941435749272	883	13470	1	1	0	0.0049258259647007	0.000441753574724098	0.103903990467217	0.0653940333655943	0.0337972147507537	0.0883472982474553	5.62393347757155e-05	1.39881547952752e-05	0.000103660321764794	0.55933575409097	0.119074022386524	0.763236196481638	0.0814817127551527	0.240908810906719	0.047019399415706	0.0231157632990344	0.000126228581868725	0.000100546647276492	0.203455780077931
Serotype_18	Population_F	0.0218639030354097	0.208229583481492	0.138589484046679	0.066941435749272	883	13470	1	27	31	0.028720771375648	0.0213453809256707	0.0391757022480238	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.471870613229359	0.164420900978387	1.2383757633026	0.358729830819665	0.125896955416013	0.600575815311494	0.31361593257769	1.26610746340613	1.58843470907821	0.0231157632990344	1.5024919452861	1.31539273483662	0.124525932426113
Serotype_19	Population_F	0.0280325136613101	0.0236140898293255	0.261487742571626	0.066941435749272	883	13470	1	26	0	0.0277729104349729	0.0188831719300696	0.0394531330289894	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.0531315499435582	0.0179969369767855	0.0786949342037219	0.593448145958433	0.213272227711649	0.675730041203207	0.0092607901479586	1.24999355586324	1.2695065555353	0.0231157632990344	0.0903066797590225	0.0895302315887254	0.00859790407939948
Serotype_20	Population_F	0.011551127792336	0.187231428918609	0.144590762269218	0.066941435749272	883	13470	1	17	9	0.0134460493267214	0.00877415135626257	0.0203776755467964	0.0653940333655943	0.0337972147507537	0.0883472982474553	0.596851709560383	0.119347138311881	0.920015121247482	0.45859387663732	0.0941706833112999	0.668483864753588	0.164046452299021	2.18777522025877	2.17166788140623	0.0231157632990344	1.29490588458202	1.30148207371815	0.00507850741465471
Serotype_1	Population_G	0.0436849843943492	0.00716408557547464	0.328829100565053	0.116616862902031	760	768406	1	26	90	0.0418172510029723	0.0334290582784806	0.0891085864492253	0.125384791763021	0.0825518882939207	0.148122646984173	0.011172521640546	0.00151436392429587	0.0149114070733541	0.595430054265418	0.0693806845875837	0.699450919571088	0.0427545852944938	0.559518171976298	0.81075839468661	0.0751857719612635	0.0217866531981628	0.018763785201151	0.138748616848905
Serotype_2	Population_G	0.0462644608691335	0.000116006837469496	0.561617133638356	0.116616862902031	760	768406	1	35	0	0.0493383010351236	0.0342915846112748	0.109243747361314	0.125384791763021	0.0825518882939207	0.148122646984173	0.00010053595299979	1.90602459734839e-05	0.000149367639875658	0.6398690213912	0.11390834172884	0.75934421166716	0.0664406351710223	0.133361832864159	0.139333156105656	0.0751857719612635	0.000206558579717756	0.00015711958172503	0.239346136385525
Serotype_3	Population_G	0.0393776112352498	0.005988429972616	0.33894931320101	0.116616862902031	760	768406	1	31	73	0.0415022291753395	0.0328736824550913	0.0530868413598607	0.125384791763021	0.0825518882939207	0.148122646984173	0.0081403661962078	0.00277382556597919	0.0139988267401177	0.47064363122005	0.160475751636983	0.758351223485396	0.0539549727228714	0.359348983528607	0.388536907702598	0.0751857719612635	0.0176676268084503	0.0172962421165788	0.0210206325896548
Serotype_4	Population_G	0.00356526145478711	0.00175477867541166	0.408251094748266	0.116616862902031	760	768406	1	2	0	0.00281819253140845	0.000441651425485279	0.0104743499858106	0.125384791763021	0.0825518882939207	0.148122646984173	0.00237688150159498	0.000963998346291623	0.00296052121742527	0.673387287639253	0.263294140391134	0.76294369704275	0.209541132635746	0.354519253567619	0.649443923853955	0.0751857719612635	0.00429828284108751	0.00352973919351493	0.178802483686283
Serotype_5	Population_G	0.0254439185140654	0.000885710325422622	0.446852078009397	0.116616862902031	760	768406	1	14	2	0.0189225593516526	0.0120291638002083	0.0406576322677786	0.125384791763021	0.0825518882939207	0.148122646984173	0.000580963563335738	0.000116809495067827	0.00146916318271564	0.6246963716431	0.066142671313868	0.746039414432896	0.256303256073071	0.344070463378049	0.397993659167818	0.0751857719612635	0.00198211079014832	0.00092999349717314	0.53080650093048
Serotype_6	Population_G	0.0326767196180299	0.474894993383791	0.092042313166894	0.116616862902031	760	768406	1	22	15012	0.0291663469980891	0.0257414750482449	0.0390785321782053	0.125384791763021	0.0825518882939207	0.148122646984173	2.44148930611733	1.12741371983216	5.87457991748164	0.474119197201897	0.224746335576902	0.761605766523999	0.107427326273103	4.14111401495492	4.1511004112012	0.0751857719612635	5.15952910182403	5.14952636494417	0.00193869182292789
Serotype_7	Population_G	0.0289731101831421	1.93207184667791e-05	0.662816974613816	0.116616862902031	760	768406	1	25	0	0.0343082274793873	0.0232165056094579	0.047377713345339	0.125384791763021	0.0825518882939207	0.148122646984173	1.43658899947855e-05	1.00596662423523e-05	2.4103159747097e-05	0.665270040851875	0.333058738085094	0.786597784468002	0.184140303285404	0.256451564185519	0.00370097075363644	0.0751857719612635	2.91494020321917e-05	2.15940732524045e-05	0.259193268233883
Serotype_8	Population_G	0.0432911945856176	0.030306965465654	0.247399480966851	0.116616862902031	760	768406	1	27	444	0.0367258745248175	0.0313421545807922	0.0582224822919045	0.125384791763021	0.0825518882939207	0.148122646984173	0.0655834105764385	0.0159513474984045	0.127895461657858	0.534777386338499	0.177701879864671	0.720770423091998	0.151654860154431	1.16397153488568	1.16159461712918	0.0751857719612635	0.122502138433002	0.122636843389122	0.00109961309935537
Serotype_9	Population_G	0.0394759786082432	0.0404805822042693	0.231057922495529	0.116616862902031	760	768406	1	22	595	0.0350027610484294	0.0292421647897785	0.042473245615251	0.125384791763021	0.0825518882939207	0.148122646984173	0.0863680446350246	0.013785406302247	0.140946971672591	0.492231529077494	0.0782463802963372	0.697680011823158	0.113314925114476	1.13356725452223	1.1303382448919	0.0751857719612635	0.175196685606193	0.175462235824043	0.0015157262646324
Serotype_10	Population_G	0.0267751816892996	0.0503748071240825	0.218712258478627	0.116616862902031	760	768406	1	22	558	0.026212166287242	0.021372766206713	0.0453192212228791	0.125384791763021	0.0825518882939207	0.148122646984173	0.112365811457848	0.0575793850115744	0.154077000967888	0.53032511877939	0.250170465906758	0.710837821106598	0.0210275100498243	1.23059536845612	1.42476175075123	0.0751857719612635	0.23032457108025	0.211880990507243	0.0800764785385442
Serotype_11	Population_G	0.0132743216236122	0.0250074461545483	0.258250985492486	0.116616862902031	760	768406	1	6	118	0.0123631350211127	0.00956043723037897	0.0246689235579643	0.125384791763021	0.0825518882939207	0.148122646984173	0.046730666685633	0.00899029544232778	0.0716670684432252	0.483165295384976	0.10169128217959	0.682193038382711	0.0686427998609468	0.868670091173379	0.870913655812684	0.0751857719612635	0.0968338847066116	0.0967177633244519	0.00119918128361224
Serotype_12	Population_G	0.0477119026589207	0.00619874987881543	0.337000465334859	0.116616862902031	760	768406	1	31	79	0.0439777847918572	0.035447817578386	0.0585607473084924	0.125384791763021	0.0825518882939207	0.148122646984173	0.00674733258012203	0.00160105521836415	0.0126935919486622	0.40374941309904	0.0906047978837178	0.679714461805014	0.0782638641296231	0.088498925110918	0.198067820760595	0.0751857719612635	0.0183938911557765	0.0167116839336851	0.0914546687182673
Serotype_13	Population_G	0.0172151857172139	0.143681964011969	0.159537706745323	0.116616862902031	760	768406	1	14	1427	0.0166309474342232	0.0141176589231073	0.0195760850841933	0.125384791763021	0.0825518882939207	0.148122646984173	0.421620938994941	0.178302596741285	0.675058804515755	0.452829500595997	0.209046445185838	0.655084721698364	0.0339373790435781	1.93440406312806	1.8383854189334	0.0751857719612635	0.900614449982881	0.931080988407381	0.0338286138148009
Serotype_14	Population_G	0.0417258150642738	1.6746062302669e-05	0.670891348656733	0.116616862902031	760	768406	1	33	1	0.0440869969120195	0.0316260496413861	0.0757290625542566	0.125384791763021	0.0825518882939207	0.148122646984173	1.63010786591029e-05	1.06103412220412e-05	2.55741761194961e-05	0.685111627966979	0.383127757025206	0.787563993750522	0.0565880341488508	0.0265724344937562	0.0211960988000787	0.0751857719612635	2.49609155583809e-05	2.37933177509704e-05	0.0467770424798565
Serotype_15	Population_G	0.0108044692547992	0.0056591179581473	0.342142662964761	0.116616862902031	760	768406	1	10	17	0.0120136703693569	0.00763917701163548	0.0245201655924371	0.125384791763021	0.0825518882939207	0.148122646984173	0.00420881520207079	0.000918167274135638	0.0126952500488838	0.433858422258586	0.0548444813125066	0.749756286892406	0.11191675278456	0.256277173722549	0.268062914163004	0.0751857719612635	0.0165402288890531	0.0097008954676055	0.413496903055199
Serotype_16	Population_G	0.0376063337782398	2.61399863717828e-05	0.645750303613022	0.116616862902031	760	768406	1	23	0	0.0324138313095335	0.0188013579438143	0.0631640468044948	0.125384791763021	0.0825518882939207	0.148122646984173	1.79973200875276e-05	1.03857823838541e-05	3.69822809258819e-05	0.519426999540116	0.304099845242331	0.792974396123896	0.138075210929251	0.311502315588233	0.195622523700132	0.0751857719612635	4.04800218064592e-05	3.4648410851692e-05	0.144061457838362
Serotype_17	Population_G	0.00252573674079031	7.4087719082726e-05	0.586932990816422	0.116616862902031	760	768406	1	0	0	0.00104654825677298	5.02696430451626e-05	0.00475297199405615	0.125384791763021	0.0825518882939207	0.148122646984173	5.62393347757155e-05	1.39881547952752e-05	0.000103660321764794	0.55933575409097	0.119074022386524	0.763236196481638	0.585646342363648	0.240908810906719	0.047019399415706	0.0751857719612635	0.000126228581868725	0.000100546647276492	0.203455780077931
Serotype_18	Population_G	0.0418982166796923	0.208229583481492	0.138589484046679	0.116616862902031	760	768406	1	38	5602	0.0427462742303355	0.0373041255029409	0.0519963841445916	0.125384791763021	0.0825518882939207	0.148122646984173	0.471870613229359	0.164420900978387	1.2383757633026	0.358729830819665	0.125896955416013	0.600575815311494	0.0202408984880318	1.26610746340613	1.58843470907821	0.0751857719612635	1.5024919452861	1.31539273483662	0.124525932426113
Serotype_19	Population_G	0.0395587505307049	0.0236140898293255	0.261487742571626	0.116616862902031	760	768406	1	20	301	0.0350123660717772	0.0293436620367733	0.0432909860882055	0.125384791763021	0.0825518882939207	0.148122646984173	0.0531315499435582	0.0179969369767855	0.0786949342037219	0.593448145958433	0.213272227711649	0.675730041203207	0.11492740286119	1.24999355586324	1.2695065555353	0.0751857719612635	0.0903066797590225	0.0895302315887254	0.00859790407939948
Serotype_20	Population_G	0.0146029809257016	0.187231428918609	0.144590762269218	0.116616862902031	760	768406	1	10	1777	0.0140719578701228	0.0120871482538528	0.0231228383790106	0.125384791763021	0.0825518882939207	0.148122646984173	0.596851709560383	0.119347138311881	0.920015121247482	0.45859387663732	0.0941706833112999	0.668483864753588	0.0363640176126025	2.18777522025877	2.17166788140623	0.0751857719612635	1.29490588458202	1.30148207371815	0.00507850741465471
Serotype_1	Population_H	0.0254015142214485	0.00716408557547464	0.328829100565053	0.0120208713830491	968	40493	1	20	0	0.022359204173574	0.0141976527422127	0.0508870270501157	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.011172521640546	0.00151436392429587	0.0149114070733541	0.595430054265418	0.0693806845875837	0.699450919571088	0.119768846114912	0.559518171976298	0.81075839468661	0.166140606362713	0.0217866531981628	0.018763785201151	0.138748616848905
Serotype_2	Population_H	0.0439434523694217	0.000116006837469496	0.561617133638356	0.0120208713830491	968	40493	1	54	0	0.0560333218829867	0.0429278576031433	0.0713861998563446	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.00010053595299979	1.90602459734839e-05	0.000149367639875658	0.6398690213912	0.11390834172884	0.75934421166716	0.275123342880038	0.133361832864159	0.139333156105656	0.166140606362713	0.000206558579717756	0.00015711958172503	0.239346136385525
Serotype_3	Population_H	0.0488717667758465	0.005988429972616	0.33894931320101	0.0120208713830491	968	40493	1	54	0	0.0564642271756493	0.0432285518742463	0.0719472059430827	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.0081403661962078	0.00277382556597919	0.0139988267401177	0.47064363122005	0.160475751636983	0.758351223485396	0.155354735477974	0.359348983528607	0.388536907702598	0.166140606362713	0.0176676268084503	0.0172962421165788	0.0210206325896548
Serotype_4	Population_H	0.0262619546148926	0.00175477867541166	0.408251094748266	0.0120208713830491	968	40493	1	23	0	0.0245038030810949	0.0162115902661277	0.0353332118908261	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.00237688150159498	0.000963998346291623	0.00296052121742527	0.673387287639253	0.263294140391134	0.76294369704275	0.0669467128239063	0.354519253567619	0.649443923853955	0.166140606362713	0.00429828284108751	0.00352973919351493	0.178802483686283
Serotype_5	Population_H	0.0218222417985089	0.000885710325422622	0.446852078009397	0.0120208713830491	968	40493	1	14	0	0.0167028542562	0.0092695716748635	0.0379784373300681	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.000580963563335738	0.000116809495067827	0.00146916318271564	0.6246963716431	0.066142671313868	0.746039414432896	0.234594941691955	0.344070463378049	0.397993659167818	0.166140606362713	0.00198211079014832	0.00092999349717314	0.53080650093048
Serotype_6	Population_H	0.0452412446611561	0.474894993383791	0.092042313166894	0.0120208713830491	968	40493	1	45	116	0.0524960183837176	0.04211428810693	0.0728282136960964	0.0100237165224612	0.00446973510416279	0.0132237033718448	2.44148930611733	1.12741371983216	5.87457991748164	0.474119197201897	0.224746335576902	0.761605766523999	0.160357518386102	4.14111401495492	4.1511004112012	0.166140606362713	5.15952910182403	5.14952636494417	0.00193869182292789
Serotype_7	Population_H	0.0495673150755465	1.93207184667791e-05	0.662816974613816	0.0120208713830491	968	40493	1	47	0	0.0498665869256433	0.037945964071525	0.0642286395410371	0.0100237165224612	0.00446973510416279	0.0132237033718448	1.43658899947855e-05	1.00596662423523e-05	2.4103159747097e-05	0.665270040851875	0.333058738085094	0.786597784468002	0.00603768531018169	0.256451564185519	0.00370097075363644	0.166140606362713	2.91494020321917e-05	2.15940732524045e-05	0.259193268233883
Serotype_8	Population_H	0.0209084717091173	0.030306965465654	0.247399480966851	0.0120208713830491	968	40493	1	26	1	0.0270966601616979	0.0170733344069738	0.0383749117776419	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.0655834105764385	0.0159513474984045	0.127895461657858	0.534777386338499	0.177701879864671	0.720770423091998	0.295965603735743	1.16397153488568	1.16159461712918	0.166140606362713	0.122502138433002	0.122636843389122	0.00109961309935537
Serotype_9	Population_H	0.0418412503204308	0.0404805822042693	0.231057922495529	0.0120208713830491	968	40493	1	37	3	0.0383134858385053	0.0277746298020228	0.051358627067678	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.0863680446350246	0.013785406302247	0.140946971672591	0.492231529077494	0.0782463802963372	0.697680011823158	0.0843130751330088	1.13356725452223	1.1303382448919	0.166140606362713	0.175196685606193	0.175462235824043	0.0015157262646324
Serotype_10	Population_H	0.00299870849121362	0.0503748071240825	0.218712258478627	0.0120208713830491	968	40493	1	2	0	0.00265070461186858	0.000578200117880061	0.00756241274834326	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.112365811457848	0.0575793850115744	0.154077000967888	0.53032511877939	0.250170465906758	0.710837821106598	0.116051253519542	1.23059536845612	1.42476175075123	0.166140606362713	0.23032457108025	0.211880990507243	0.0800764785385442
Serotype_11	Population_H	0.0204732545767911	0.0250074461545483	0.258250985492486	0.0120208713830491	968	40493	1	24	0	0.0249489685770794	0.0168852935353829	0.037365793303962	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.046730666685633	0.00899029544232778	0.0716670684432252	0.483165295384976	0.10169128217959	0.682193038382711	0.218612726349921	0.868670091173379	0.870913655812684	0.166140606362713	0.0968338847066116	0.0967177633244519	0.00119918128361224
Serotype_12	Population_H	0.0415451983455569	0.00619874987881543	0.337000465334859	0.0120208713830491	968	40493	1	31	0	0.031972832399631	0.0228369754672973	0.04434850680034	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.00674733258012203	0.00160105521836415	0.0126935919486622	0.40374941309904	0.0906047978837178	0.679714461805014	0.230408478647921	0.088498925110918	0.198067820760595	0.166140606362713	0.0183938911557765	0.0167116839336851	0.0914546687182673
Serotype_13	Population_H	0.00224885777570307	0.143681964011969	0.159537706745323	0.0120208713830491	968	40493	1	5	0	0.00409855961275662	0.00140447414557689	0.00866100213081653	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.421620938994941	0.178302596741285	0.675058804515755	0.452829500595997	0.209046445185838	0.655084721698364	0.822507255477844	1.93440406312806	1.8383854189334	0.166140606362713	0.900614449982881	0.931080988407381	0.0338286138148009
Serotype_14	Population_H	0.0448206190019846	1.6746062302669e-05	0.670891348656733	0.0120208713830491	968	40493	1	52	0	0.0542860463228071	0.0417656326459854	0.0703504052472527	0.0100237165224612	0.00446973510416279	0.0132237033718448	1.63010786591029e-05	1.06103412220412e-05	2.55741761194961e-05	0.685111627966979	0.383127757025206	0.787563993750522	0.21118466303206	0.0265724344937562	0.0211960988000787	0.166140606362713	2.49609155583809e-05	2.37933177509704e-05	0.0467770424798565
Serotype_15	Population_H	0.0384761265595444	0.0056591179581473	0.342142662964761	0.0120208713830491	968	40493	1	34	0	0.035281346214875	0.0257270935232427	0.0474200729115957	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.00420881520207079	0.000918167274135638	0.0126952500488838	0.433858422258586	0.0548444813125066	0.749756286892406	0.0830327954069194	0.256277173722549	0.268062914163004	0.166140606362713	0.0165402288890531	0.0097008954676055	0.413496903055199
Serotype_16	Population_H	0.000462106813210994	2.61399863717828e-05	0.645750303613022	0.0120208713830491	968	40493	1	1	0	0.00161572833752326	0.000265521107116068	0.00569572175681299	0.0100237165224612	0.00446973510416279	0.0132237033718448	1.79973200875276e-05	1.03857823838541e-05	3.69822809258819e-05	0.519426999540116	0.304099845242331	0.792974396123896	2.4964391160914	0.311502315588233	0.195622523700132	0.166140606362713	4.04800218064592e-05	3.4648410851692e-05	0.144061457838362
Serotype_17	Population_H	0.00124443282838911	7.4087719082726e-05	0.586932990816422	0.0120208713830491	968	40493	1	0	0	0.00126636565799835	5.2308945632518e-05	0.0515486092792789	0.0100237165224612	0.00446973510416279	0.0132237033718448	5.62393347757155e-05	1.39881547952752e-05	0.000103660321764794	0.55933575409097	0.119074022386524	0.763236196481638	0.017624759737037	0.240908810906719	0.047019399415706	0.166140606362713	0.000126228581868725	0.000100546647276492	0.203455780077931
Serotype_18	Population_H	0.00121358890319243	0.208229583481492	0.138589484046679	0.0120208713830491	968	40493	1	1	0	0.00117682511905468	0.000215429367077735	0.00722962680917899	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.471870613229359	0.164420900978387	1.2383757633026	0.358729830819665	0.125896955416013	0.600575815311494	0.0302934412477254	1.26610746340613	1.58843470907821	0.166140606362713	1.5024919452861	1.31539273483662	0.124525932426113
Serotype_19	Population_H	0.0379085583961569	0.0236140898293255	0.261487742571626	0.0120208713830491	968	40493	1	46	1	0.0483054655081035	0.0361112463975858	0.0957143856737847	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.0531315499435582	0.0179969369767855	0.0786949342037219	0.593448145958433	0.213272227711649	0.675730041203207	0.274262793200826	1.24999355586324	1.2695065555353	0.166140606362713	0.0903066797590225	0.0895302315887254	0.00859790407939948
Serotype_20	Population_H	0.027050027588848	0.187231428918609	0.144590762269218	0.0120208713830491	968	40493	1	32	17	0.0347355526726875	0.0245806861664181	0.080183078952432	0.0100237165224612	0.00446973510416279	0.0132237033718448	0.596851709560383	0.119347138311881	0.920015121247482	0.45859387663732	0.0941706833112999	0.668483864753588	0.284122633834502	2.18777522025877	2.17166788140623	0.166140606362713	1.29490588458202	1.30148207371815	0.00507850741465471
Serotype_1	Population_I	0.0314206067239866	0.00716408557547464	0.328829100565053	0.557056438680913	1235	36066	1	37	15	0.0328351031617241	0.0246287313516042	0.0425978418636453	0.465246627679475	0.306358212185657	0.532888306207153	0.011172521640546	0.00151436392429587	0.0149114070733541	0.595430054265418	0.0693806845875837	0.699450919571088	0.0450181134362918	0.559518171976298	0.81075839468661	0.164812404320899	0.0217866531981628	0.018763785201151	0.138748616848905
Serotype_2	Population_I	0.0025040416745469	0.000116006837469496	0.561617133638356	0.557056438680913	1235	36066	1	3	0	0.00292093315032156	0.000783805851093689	0.00670962734375397	0.465246627679475	0.306358212185657	0.532888306207153	0.00010053595299979	1.90602459734839e-05	0.000149367639875658	0.6398690213912	0.11390834172884	0.75934421166716	0.166487435098338	0.133361832864159	0.139333156105656	0.164812404320899	0.000206558579717756	0.00015711958172503	0.239346136385525
Serotype_3	Population_I	0.0139016754576005	0.005988429972616	0.33894931320101	0.557056438680913	1235	36066	1	18	3	0.0142229073140221	0.00934546075611271	0.0211578593069078	0.465246627679475	0.306358212185657	0.532888306207153	0.0081403661962078	0.00277382556597919	0.0139988267401177	0.47064363122005	0.160475751636983	0.758351223485396	0.0231074202099856	0.359348983528607	0.388536907702598	0.164812404320899	0.0176676268084503	0.0172962421165788	0.0210206325896548
Serotype_4	Population_I	0.0341307765454985	0.00175477867541166	0.408251094748266	0.557056438680913	1235	36066	1	42	0	0.0334809245991311	0.0245934098584577	0.0449050426222029	0.465246627679475	0.306358212185657	0.532888306207153	0.00237688150159498	0.000963998346291623	0.00296052121742527	0.673387287639253	0.263294140391134	0.76294369704275	0.019040057453751	0.354519253567619	0.649443923853955	0.164812404320899	0.00429828284108751	0.00352973919351493	0.178802483686283
Serotype_5	Population_I	0.00972798425937071	0.000885710325422622	0.446852078009397	0.557056438680913	1235	36066	1	7	0	0.00588422960138413	0.00267465577148396	0.0108888953288738	0.465246627679475	0.306358212185657	0.532888306207153	0.000580963563335738	0.000116809495067827	0.00146916318271564	0.6246963716431	0.066142671313868	0.746039414432896	0.395123445464459	0.344070463378049	0.397993659167818	0.164812404320899	0.00198211079014832	0.00092999349717314	0.53080650093048
