serotype	study	true_rho_ij	true_nu_j	true_r_i	carriage_samples	surveillance_population	time_interval	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	nu	nu_lower	nu_upper	rho_diff	nu_diff	r_diff
Serotype_14	Population_E	0.0413290262105875	1.51053280711885e-05	1436.68464604083	853	166373	1	32	147	0.037509943557202	0.028738092648128	0.0484005972299477	1704.31128301522	1300.31540596049	2236.30745780508	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.092406790179999	0.082544462978267	0.186280710740459
Serotype_15	Population_E	0.0325935263419524	0.00159293845675666	1436.68464604083	853	166373	1	27	12613	0.0326351442591777	0.0272190024815555	0.0387012059830937	1704.31128301522	1300.31540596049	2236.30745780508	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.00127687678800628	0.141273917222643	0.186280710740459
Serotype_16	Population_E	0.0306206533336081	2.15697089724176e-05	1436.68464604083	853	166373	1	28	155	0.0308911359431082	0.0238695894613126	0.039206710999108	1704.31128301522	1300.31540596049	2236.30745780508	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.00883333894130984	0.165607845635773	0.186280710740459
Serotype_17	Population_E	0.0333546431618743	4.96360232812137e-05	1436.68464604083	853	166373	1	23	404	0.0363346661651818	0.0284601799554993	0.0454967354313253	1704.31128301522	1300.31540596049	2236.30745780508	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.0893435732124355	0.224770376035704	0.186280710740459
Serotype_18	Population_E	0.0406014409963973	0.0284992836819387	1436.68464604083	853	166373	1	37	277273	0.0399589299121059	0.0346967308249617	0.0458499998579773	1704.31128301522	1300.31540596049	2236.30745780508	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.0158248345015253	0.137565974372249	0.186280710740459
Serotype_19	Population_E	0.00417001257883385	0.00499501697873601	1436.68464604083	853	166373	1	1	4901	0.00416371753621033	0.00346697395393682	0.00496549307519258	1704.31128301522	1300.31540596049	2236.30745780508	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.00150959799389332	0.168247863284713	0.186280710740459
Serotype_20	Population_E	0.0183410770609044	0.0261759830892973	1436.68464604083	853	166373	1	13	115099	0.0166569576405424	0.0141903695504732	0.0194620246080068	1704.31128301522	1300.31540596049	2236.30745780508	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.0918222749280003	0.0668952930651098	0.186280710740459
Serotype_1	Population_F	0.0165226448560134	0.00192366131736158	0.066941435749272	883	13470	1	15	0	0.0176382727640136	0.0103850301621683	0.0279063626774938	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.0675211455382843	0.0990018950247726	0.401505808361101
Serotype_2	Population_F	0.0100332346977666	7.10537281277665e-05	0.066941435749272	883	13470	1	10	0	0.0120165483193171	0.00610842234595819	0.0209277753276686	0.0938188110226361	0.0317576588264496	0.21248781358503	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.197674397270106	0.267923065599868	0.401505808361101
Serotype_3	Population_F	0.0192443488747813	0.00166667292466383	0.066941435749272	883	13470	1	15	0	0.0176101561341342	0.0102931738937119	0.0279054650842522	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.0849180583495126	0.0110809031237994	0.401505808361101
Serotype_4	Population_F	0.00921126847388223	0.000624277781675576	0.066941435749272	883	13470	1	8	0	0.00981654131765859	0.00464070827289328	0.0176131254922155	0.0938188110226361	0.0317576588264496	0.21248781358503	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.0657100425953884	0.0683991530631067	0.401505808361101
Serotype_5	Population_F	0.00951881209621206	0.000361271220343049	0.066941435749272	883	13470	1	10	0	0.0120684270918738	0.00619593237210592	0.0208726274794145	0.0938188110226361	0.0317576588264496	0.21248781358503	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.267850123512396	0.224435195032588	0.401505808361101
Serotype_6	Population_F	0.029781572567299	0.0551160483973277	0.066941435749272	883	13470	1	22	3	0.0268891707954913	0.0177290884813817	0.0388040551192187	0.0938188110226361	0.0317576588264496	0.21248781358503	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.0971205185781109	0.0718911123540436	0.401505808361101
Serotype_7	Population_F	0.0125511533464305	1.69363031133799e-05	0.066941435749272	883	13470	1	7	0	0.00861717801747071	0.00386827680541668	0.0161522897545081	0.0938188110226361	0.0317576588264496	0.21248781358503	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.313435364892471	0.178747182051938	0.401505808361101
Serotype_8	Population_F	0.0147352556581609	0.00609865355644351	0.066941435749272	883	13470	1	15	0	0.0176025319526914	0.0103112715552597	0.0274872418696615	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.194586124669138	0.00981560009069849	0.401505808361101
Serotype_9	Population_F	0.0377011657925323	0.00768771721786772	0.066941435749272	883	13470	1	28	1	0.0331924583396453	0.0228978934071956	0.0461670148616334	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.119590664057929	0.121072170979557	0.401505808361101
Serotype_10	Population_F	0.0302055168314837	0.00915736905140876	0.066941435749272	883	13470	1	16	0	0.0186163443311162	0.0111878306904714	0.0289768494483818	0.0938188110226361	0.0317576588264496	0.21248781358503	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.383677344937462	0.102758182210227	0.401505808361101
Serotype_11	Population_F	0.0375929219764657	0.00522944348484999	0.066941435749272	883	13470	1	35	0	0.0400433702189767	0.0282118836422055	0.0545067670325296	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.0651837663495551	0.0683466107754254	0.401505808361101
Serotype_12	Population_F	0.0388871324830689	0.00171333895893638	0.066941435749272	883	13470	1	24	0	0.0277596727549845	0.0184030587785885	0.0396598121823755	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.286147602498825	0.126117558275976	0.401505808361101
Serotype_13	Population_F	0.0107436631456949	0.0211797975556686	0.066941435749272	883	13470	1	11	1	0.0139295613421302	0.00775107046504951	0.0227799419129019	0.0938188110226361	0.0317576588264496	0.21248781358503	0.0190169945513177	0.0144103093434709	0.024745261222286	0.296537424268733	0.102116320926406	0.401505808361101
Serotype_14	Population_F	0.0492666954407468	1.51053280711885e-05	0.066941435749272	883	13470	1	36	0	0.0413942298496052	0.0297102716919834	0.0556762689320596	0.0938188110226361	0.0317576588264496	0.21248781358503	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.159792848306822	0.082544462978267	0.401505808361101
Serotype_15	Population_F	0.0153726678690873	0.00159293845675666	0.066941435749272	883	13470	1	13	0	0.0154799214824778	0.00869566370713515	0.0248758403460839	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.00697690305312365	0.141273917222643	0.401505808361101
Serotype_16	Population_F	0.0234023062395863	2.15697089724176e-05	0.066941435749272	883	13470	1	22	0	0.0256031215057781	0.0166638352250931	0.0371677448691427	0.0938188110226361	0.0317576588264496	0.21248781358503	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.0940426658663633	0.165607845635773	0.401505808361101
Serotype_17	Population_F	0.0053627957473509	4.96360232812137e-05	0.066941435749272	883	13470	1	1	0	0.00190152621691977	0.000275502972365239	0.00629554362290868	0.0938188110226361	0.0317576588264496	0.21248781358503	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.645422591777977	0.224770376035704	0.401505808361101
Serotype_18	Population_F	0.0218639030354097	0.0284992836819387	0.066941435749272	883	13470	1	27	0	0.0302656972771907	0.0204712746296399	0.0429737094693671	0.0938188110226361	0.0317576588264496	0.21248781358503	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.384276962268532	0.137565974372249	0.401505808361101
Serotype_19	Population_F	0.0280325136613101	0.00499501697873601	0.066941435749272	883	13470	1	26	0	0.0300246486961192	0.0202073789474289	0.0426977689070459	0.0938188110226361	0.0317576588264496	0.21248781358503	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.0710651587966093	0.168247863284713	0.401505808361101
Serotype_20	Population_F	0.011551127792336	0.0261759830892973	0.066941435749272	883	13470	1	17	0	0.0192889424734968	0.0117214165991547	0.0296539555063954	0.0938188110226361	0.0317576588264496	0.21248781358503	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.669875255496238	0.0668952930651098	0.401505808361101
Serotype_1	Population_G	0.0436849843943492	0.00192366131736158	0.116616862902031	760	768406	1	26	8	0.0368009910029823	0.0259558205902207	0.0501974220571074	0.1341111453705	0.0994728395021275	0.184320074801886	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.157582599302871	0.0990018950247726	0.15001503241573
Serotype_2	Population_G	0.0462644608691335	7.10537281277665e-05	0.116616862902031	760	768406	1	35	0	0.046478999153531	0.0327500201057734	0.0630389958979154	0.1341111453705	0.0994728395021275	0.184320074801886	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.00463721570222887	0.267923065599868	0.15001503241573
Serotype_3	Population_G	0.0393776112352498	0.00166667292466383	0.116616862902031	760	768406	1	31	4	0.0384605639427206	0.0274039701016008	0.0517727909992554	0.1341111453705	0.0994728395021275	0.184320074801886	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.0232885455405258	0.0110809031237994	0.15001503241573
Serotype_4	Population_G	0.00356526145478711	0.000624277781675576	0.116616862902031	760	768406	1	2	1	0.00448190644206022	0.00136147468717355	0.0105135361538811	0.1341111453705	0.0994728395021275	0.184320074801886	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.257104562708108	0.0683991530631067	0.15001503241573
Serotype_5	Population_G	0.0254439185140654	0.000361271220343049	0.116616862902031	760	768406	1	14	0	0.0185447243912382	0.0108265564828392	0.0292330710116209	0.1341111453705	0.0994728395021275	0.184320074801886	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.271152971937612	0.224435195032588	0.15001503241573
Serotype_6	Population_G	0.0326767196180299	0.0551160483973277	0.116616862902031	760	768406	1	22	175	0.0327113071667393	0.0261500446645362	0.0404544325547532	0.1341111453705	0.0994728395021275	0.184320074801886	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.00105847677226298	0.0718911123540436	0.15001503241573
Serotype_7	Population_G	0.0289731101831421	1.69363031133799e-05	0.116616862902031	760	768406	1	25	1	0.034776638325138	0.023079530021563	0.0494576393710831	0.1341111453705	0.0994728395021275	0.184320074801886	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.200307392106375	0.178747182051938	0.15001503241573
Serotype_8	Population_G	0.0432911945856176	0.00609865355644351	0.116616862902031	760	768406	1	27	26	0.0385654846873694	0.0289624528396774	0.0504546468888789	0.1341111453705	0.0994728395021275	0.184320074801886	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.109160995520743	0.00981560009069849	0.15001503241573
Serotype_9	Population_G	0.0394759786082432	0.00768771721786772	0.116616862902031	760	768406	1	22	23	0.0312431371938905	0.022803488281399	0.0418663887569157	0.1341111453705	0.0994728395021275	0.184320074801886	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.208553193729656	0.121072170979557	0.15001503241573
Serotype_10	Population_G	0.0267751816892996	0.00915736905140876	0.116616862902031	760	768406	1	22	22	0.0277875858977235	0.0201481230703551	0.037157245099184	0.1341111453705	0.0994728395021275	0.184320074801886	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.0378112918213529	0.102758182210227	0.15001503241573
Serotype_11	Population_G	0.0132743216236122	0.00522944348484999	0.116616862902031	760	768406	1	6	8	0.0116018703080852	0.00657338939984224	0.0186927652985306	0.1341111453705	0.0994728395021275	0.184320074801886	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.125991471575623	0.0683466107754254	0.15001503241573
Serotype_12	Population_G	0.0477119026589207	0.00171333895893638	0.116616862902031	760	768406	1	31	6	0.0411572654356443	0.0295700614699916	0.05530740340931	0.1341111453705	0.0994728395021275	0.184320074801886	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.137379497735266	0.126117558275976	0.15001503241573
Serotype_13	Population_G	0.0172151857172139	0.0211797975556686	0.116616862902031	760	768406	1	14	33	0.0174705213696096	0.0127008605687182	0.0237902961185547	0.1341111453705	0.0994728395021275	0.184320074801886	0.0190169945513177	0.0144103093434709	0.024745261222286	0.0148320010361776	0.102116320926406	0.15001503241573
Serotype_14	Population_G	0.0417258150642738	1.51053280711885e-05	0.116616862902031	760	768406	1	33	0	0.0441129053244614	0.0310876163316654	0.0607205831430284	0.1341111453705	0.0994728395021275	0.184320074801886	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.0572089546126443	0.082544462978267	0.15001503241573
Serotype_15	Population_G	0.0108044692547992	0.00159293845675666	0.116616862902031	760	768406	1	10	4	0.0162379497788693	0.00907256964857006	0.026277909559498	0.1341111453705	0.0994728395021275	0.184320074801886	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.502891941837558	0.141273917222643	0.15001503241573
Serotype_16	Population_G	0.0376063337782398	2.15697089724176e-05	0.116616862902031	760	768406	1	23	0	0.0311016636936652	0.020352976692516	0.0445035694923529	0.1341111453705	0.0994728395021275	0.184320074801886	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.172967408174695	0.165607845635773	0.15001503241573
Serotype_17	Population_G	0.00252573674079031	4.96360232812137e-05	0.116616862902031	760	768406	1	0	0	0.000910794367042064	3.70395720166724e-05	0.00488009238240066	0.1341111453705	0.0994728395021275	0.184320074801886	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.639394576507972	0.224770376035704	0.15001503241573
Serotype_18	Population_G	0.0418982166796923	0.0284992836819387	0.116616862902031	760	768406	1	38	98	0.0415028969318707	0.0330292737487084	0.0516077208568505	0.1341111453705	0.0994728395021275	0.184320074801886	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.00943524042666909	0.137565974372249	0.15001503241573
Serotype_19	Population_G	0.0395587505307049	0.00499501697873601	0.116616862902031	760	768406	1	20	15	0.0298452554154482	0.0208895255869306	0.0409272680621079	0.1341111453705	0.0994728395021275	0.184320074801886	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.245546054537722	0.168247863284713	0.15001503241573
Serotype_20	Population_G	0.0146029809257016	0.0261759830892973	0.116616862902031	760	768406	1	10	42	0.0160174745100087	0.0116606251790317	0.0215442753810684	0.1341111453705	0.0994728395021275	0.184320074801886	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.0968633453336648	0.0668952930651098	0.15001503241573
Serotype_1	Population_H	0.0254015142214485	0.00192366131736158	0.0120208713830491	968	40493	1	20	0	0.0213619900957279	0.0134168629734484	0.0317271931913531	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.159026902510785	0.0990018950247726	0.583282353959584
Serotype_2	Population_H	0.0439434523694217	7.10537281277665e-05	0.0120208713830491	968	40493	1	54	0	0.0563894186071292	0.043142718440524	0.0717020046987016	0.00500930922609883	0.000281385935723618	0.0235339121209999	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.283226864677754	0.267923065599868	0.583282353959584
Serotype_3	Population_H	0.0488717667758465	0.00166667292466383	0.0120208713830491	968	40493	1	54	0	0.0562746719435928	0.0431441148935941	0.0722120527121039	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.151476110976307	0.0110809031237994	0.583282353959584
Serotype_4	Population_H	0.0262619546148926	0.000624277781675576	0.0120208713830491	968	40493	1	23	0	0.0244190436730536	0.0159255490082989	0.0349804947506587	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.0701741728239035	0.0683991530631067	0.583282353959584
Serotype_5	Population_H	0.0218222417985089	0.000361271220343049	0.0120208713830491	968	40493	1	14	0	0.015234907910846	0.0088614484406428	0.0240532193754385	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.301863298394625	0.224435195032588	0.583282353959584
Serotype_6	Population_H	0.0452412446611561	0.0551160483973277	0.0120208713830491	968	40493	1	45	1	0.0476208492704389	0.0352332842816695	0.0620326355695908	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.0525981242802963	0.0718911123540436	0.583282353959584
Serotype_7	Population_H	0.0495673150755465	1.69363031133799e-05	0.0120208713830491	968	40493	1	47	0	0.0492174642209808	0.037018725035093	0.0638307874526816	0.00500930922609883	0.000281385935723618	0.0235339121209999	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.00705809572361262	0.178747182051938	0.583282353959584
Serotype_8	Population_H	0.0209084717091173	0.00609865355644351	0.0120208713830491	968	40493	1	26	0	0.0274960735074554	0.0183731953532996	0.0394295182420245	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.31506854685441	0.00981560009069849	0.583282353959584
Serotype_9	Population_H	0.0418412503204308	0.00768771721786772	0.0120208713830491	968	40493	1	37	0	0.0387016914112086	0.0277413704257672	0.0523448803174295	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.0750350165250483	0.121072170979557	0.583282353959584
Serotype_10	Population_H	0.00299870849121362	0.00915736905140876	0.0120208713830491	968	40493	1	2	0	0.0027688259060686	0.00067073789234173	0.00734713624577393	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.0766605309647764	0.102758182210227	0.583282353959584
Serotype_11	Population_H	0.0204732545767911	0.00522944348484999	0.0120208713830491	968	40493	1	24	0	0.0253005185039752	0.0166836186507958	0.0368574488353326	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.235783905733114	0.0683466107754254	0.583282353959584
Serotype_12	Population_H	0.0415451983455569	0.00171333895893638	0.0120208713830491	968	40493	1	31	0	0.0325322403653003	0.0225348746114709	0.0450541938974157	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.216943433637992	0.126117558275976	0.583282353959584
Serotype_13	Population_H	0.00224885777570307	0.0211797975556686	0.0120208713830491	968	40493	1	5	0	0.00578956844624892	0.00232904033978659	0.0117268226277486	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.0190169945513177	0.0144103093434709	0.024745261222286	1.57444846392693	0.102116320926406	0.583282353959584
Serotype_14	Population_H	0.0448206190019846	1.51053280711885e-05	0.0120208713830491	968	40493	1	52	0	0.0542703488705418	0.0413255751191927	0.0701211087725418	0.00500930922609883	0.000281385935723618	0.0235339121209999	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.210834434663627	0.082544462978267	0.583282353959584
Serotype_15	Population_H	0.0384761265595444	0.00159293845675666	0.0120208713830491	968	40493	1	34	0	0.0358325182342654	0.0253754196071713	0.0487457146866903	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.0687077562547215	0.141273917222643	0.583282353959584
Serotype_16	Population_H	0.000462106813210994	2.15697089724176e-05	0.0120208713830491	968	40493	1	1	0	0.00172147686281874	0.000259414677359844	0.00572885854098079	0.00500930922609883	0.000281385935723618	0.0235339121209999	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	2.72527912076623	0.165607845635773	0.583282353959584
Serotype_17	Population_H	0.00124443282838911	4.96360232812137e-05	0.0120208713830491	968	40493	1	0	0	0.000711535153789856	2.77380870539973e-05	0.00373052099646017	0.00500930922609883	0.000281385935723618	0.0235339121209999	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.428225342856856	0.224770376035704	0.583282353959584
Serotype_18	Population_H	0.00121358890319243	0.0284992836819387	0.0120208713830491	968	40493	1	1	0	0.00171747806203113	0.000253217538274608	0.00567288850993514	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.415205806112091	0.137565974372249	0.583282353959584
Serotype_19	Population_H	0.0379085583961569	0.00499501697873601	0.0120208713830491	968	40493	1	46	0	0.0480630781630457	0.0358526990168779	0.0624002575293728	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.267868792602735	0.168247863284713	0.583282353959584
Serotype_20	Population_H	0.027050027588848	0.0261759830892973	0.0120208713830491	968	40493	1	32	0	0.0335183007658614	0.0234184460504416	0.0462032158832159	0.00500930922609883	0.000281385935723618	0.0235339121209999	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.239122609238302	0.0668952930651098	0.583282353959584
Serotype_1	Population_I	0.0314206067239866	0.00192366131736158	0.557056438680913	1235	36066	1	37	2	0.0311887016273707	0.0226347107919514	0.0415736663299311	0.517505034284884	0.372329555767015	0.730752810931578	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.00738066895566477	0.0990018950247726	0.0710007131228667
Serotype_2	Population_I	0.0025040416745469	7.10537281277665e-05	0.557056438680913	1235	36066	1	3	0	0.00292184785745373	0.000893539921848709	0.00705264070983251	0.517505034284884	0.372329555767015	0.730752810931578	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.166852727394175	0.267923065599868	0.0710007131228667
Serotype_3	Population_I	0.0139016754576005	0.00166667292466383	0.557056438680913	1235	36066	1	18	0	0.0147295256546509	0.0091954529450882	0.0222881779772172	0.517505034284884	0.372329555767015	0.730752810931578	0.00164820468344657	0.0012163068672458	0.00222894893980636	0.0595503901364465	0.0110809031237994	0.0710007131228667
Serotype_4	Population_I	0.0341307765454985	0.000624277781675576	0.557056438680913	1235	36066	1	42	0	0.0341542991396447	0.0251047764085252	0.0455030461146106	0.517505034284884	0.372329555767015	0.730752810931578	0.000581577710132851	0.000424864771222456	0.000789824645956144	0.000689190124778979	0.0683991530631067	0.0710007131228667
Serotype_5	Population_I	0.00972798425937071	0.000361271220343049	0.557056438680913	1235	36066	1	7	0	0.00617139216126398	0.00279177797806252	0.0116385760500104	0.517505034284884	0.372329555767015	0.730752810931578	0.000280189243545696	0.000202393196812921	0.000384094158184984	0.365604220080924	0.224435195032588	0.0710007131228667
Serotype_6	Population_I	0.0304347328725271	0.0551160483973277	0.557056438680913	1235	36066	1	45	35	0.0367128369860983	0.0285624648540412	0.0463958146128025	0.517505034284884	0.372329555767015	0.730752810931578	0.0511536943694845	0.0387478579765311	0.0673459199702064	0.206280900833479	0.0718911123540436	0.0710007131228667
Serotype_7	Population_I	0.0428604346583597	1.69363031133799e-05	0.557056438680913	1235	36066	1	49	0	0.0401270209990203	0.0298947393954566	0.0522705126771143	0.517505034284884	0.372329555767015	0.730752810931578	1.39089866574858e-05	9.10214005873963e-06	2.19695732055648e-05	0.0637747535956521	0.178747182051938	0.0710007131228667
Serotype_8	Population_I	0.0196354363812134	0.00609865355644351	0.557056438680913	1235	36066	1	30	2	0.0242011930352118	0.0168362103714115	0.0336043760059239	0.517505034284884	0.372329555767015	0.730752810931578	0.00603879161204174	0.00450197714951428	0.0079008874266026	0.232526365360883	0.00981560009069849	0.0710007131228667
Serotype_9	Population_I	0.0302278683520854	0.00768771721786772	0.557056438680913	1235	36066	1	34	5	0.0290646114896913	0.0210892506214772	0.0388262069594695	0.517505034284884	0.372329555767015	0.730752810931578	0.00675694860442356	0.00506721565131642	0.00883160864048791	0.0384829273716815	0.121072170979557	0.0710007131228667
Serotype_10	Population_I	0.0336189687601291	0.00915736905140876	0.557056438680913	1235	36066	1	48	9	0.0412848627856193	0.0314417801451865	0.0527432507201021	0.517505034284884	0.372329555767015	0.730752810931578	0.0082163744538578	0.00621472054750483	0.0107861084766282	0.228022878398987	0.102758182210227	0.0710007131228667
Serotype_11	Population_I	0.0383239560527727	0.00522944348484999	0.557056438680913	1235	36066	1	59	2	0.0465446961751533	0.0359836368956021	0.0583749277565393	0.517505034284884	0.372329555767015	0.730752810931578	0.00487202874641886	0.00361226881702506	0.00655189242901793	0.214506563755071	0.0683466107754254	0.0710007131228667
Serotype_12	Population_I	0.0120372841251083	0.00171333895893638	0.557056438680913	1235	36066	1	15	1	0.0132032455821742	0.00789784803121484	0.0203549808646554	0.517505034284884	0.372329555767015	0.730752810931578	0.00149725683293622	0.00110914895281043	0.00197976180231969	0.0968625019520739	0.126117558275976	0.0710007131228667
Serotype_13	Population_I	0.0474009374040179	0.0211797975556686	0.557056438680913	1235	36066	1	68	21	0.0562562792709576	0.0454427858150244	0.0688510786058912	0.517505034284884	0.372329555767015	0.730752810931578	0.0190169945513177	0.0144103093434709	0.024745261222286	0.186817863778979	0.102116320926406	0.0710007131228667
Serotype_14	Population_I	0.0247596639324911	1.51053280711885e-05	0.557056438680913	1235	36066	1	34	0	0.0280114214590643	0.0196045840312818	0.0382510120535491	0.517505034284884	0.372329555767015	0.730752810931578	1.38584668774417e-05	9.60248219858547e-06	1.99049624966158e-05	0.131332862006501	0.082544462978267	0.0710007131228667
Serotype_15	Population_I	0.0395257750176825	0.00159293845675666	0.557056438680913	1235	36066	1	47	3	0.0400482317605527	0.0301196957526055	0.0518233387881909	0.517505034284884	0.372329555767015	0.730752810931578	0.00136789780107605	0.00100960397779988	0.00182389032482812	0.0132181277315001	0.141273917222643	0.0710007131228667
Serotype_16	Population_I	0.0493718353682198	2.15697089724176e-05	0.557056438680913	1235	36066	1	58	0	0.0475079658970523	0.0364869898029469	0.0601672819162331	0.517505034284884	0.372329555767015	0.730752810931578	1.79975959385049e-05	1.26896853328877e-05	2.5451226639741e-05	0.0377516747608548	0.165607845635773	0.0710007131228667
Serotype_17	Population_I	0.0235051095020026	4.96360232812137e-05	0.557056438680913	1235	36066	1	27	0	0.0223835602226727	0.01512382921569	0.0315134569810366	0.517505034284884	0.372329555767015	0.730752810931578	3.84793156633784e-05	2.72757253718684e-05	5.37476724380979e-05	0.0477151267572	0.224770376035704	0.0710007131228667
Serotype_18	Population_I	0.0166400748654269	0.0284992836819387	0.557056438680913	1235	36066	1	33	6	0.0234799804087239	0.0168741478333279	0.0317077550577186	0.517505034284884	0.372329555767015	0.730752810931578	0.0245787519533217	0.0184562071574966	0.0319522972292769	0.411050166457384	0.137565974372249	0.0710007131228667
Serotype_19	Population_I	0.000580993469338864	0.00499501697873601	0.557056438680913	1235	36066	1	0	0	0.000521264410768544	1.90618000477883e-05	0.00290543543478446	0.517505034284884	0.372329555767015	0.730752810931578	0.00415461604499282	0.00307275702640689	0.00550680619628927	0.102805042952183	0.168247863284713	0.0710007131228667
Serotype_20	Population_I	0.037499209435191	0.0261759830892973	0.557056438680913	1235	36066	1	50	20	0.0417456885950336	0.0327364991427667	0.052188486512207	0.517505034284884	0.372329555767015	0.730752810931578	0.0244249330292714	0.0182691525923247	0.0321660643182578	0.113241831595989	0.0668952930651098	0.0710007131228667
Serotype_1	Population_J	0.00882921181619167	0.00192366131736158	75.3957104807844	887	33046	1	8	55	0.011207878314188	0.00827768228241684	0.0148701559296063	83.387381950491	63.6140454881563	111.252268054232	0.00173321520155694	0.00128680277912958	0.00231334817707903	0.269408702329932	0.0990018950247726	0.105996367946467
Serotype_2	Population_J	0.0427694575744681	7.10537281277665e-05	75.3957104807844	887	33046	1	44	6	0.0491181894511032	0.0370906751733795	0.0634225442890876	83.387381950491	63.6140454881563	111.252268054232	5.20167954654757e-05	3.82250562503268e-05	7.05204459045807e-05	0.148440785473629	0.267923065599868	0.105996367946467
