serotype	study	gene1	true_rho_ijg1	true_nu_j	true_r_i	carriage_samples	surveillance_population	time_interval	true_nu_g1	carriage	disease	rho	rho_lower	rho_upper	gamma	gamma_lower	gamma_upper	nu_j	nu_j_lower	nu_j_upper	nu_g1	nu_g1_lower	nu_g1_upper	rho_diff	nu_j_diff	nu_g1_diff	r_diff
Serotype_15	Population_B	Gene1_A	0.0319126697140746	0.00159293845675666	0.438525533254239	965	375151	3	0.0553	27	1	0.028597654238413	0.0195810156307502	0.0397517264904049	0.421301184740522	0.306797269406926	0.581778001903997	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.566934532128159	0.128320255210688	2.07508359372912	0.103877723341947	0.913070428092874	9.25198068947847	0.0392778691491412
Serotype_16	Population_B	Gene1_A	0.0273286697803997	2.15697089724176e-05	0.438525533254239	965	375151	3	0.0553	24	0	0.0254081102426704	0.0168820001391278	0.0362753830213679	0.421301184740522	0.306797269406926	0.581778001903997	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.0702763637294439	0.844699246627481	9.25198068947847	0.0392778691491412
Serotype_17	Population_B	Gene1_A	0.00319742342690006	4.96360232812137e-05	0.438525533254239	965	375151	3	0.0553	3	0	0.00381955030566472	0.00116609981748961	0.0089493959083401	0.421301184740522	0.306797269406926	0.581778001903997	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.194571314368525	0.929488025128552	9.25198068947847	0.0392778691491412
Serotype_18	Population_B	Gene1_A	0.0461338208056986	0.0284992836819387	0.438525533254239	965	375151	3	0.0553	42	30	0.0438322370708241	0.0333641753113925	0.0561018125654206	0.421301184740522	0.306797269406926	0.581778001903997	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.566934532128159	0.128320255210688	2.07508359372912	0.0498892936825691	0.909707647263646	9.25198068947847	0.0392778691491412
Serotype_19	Population_B	Gene1_A	0.0492606148705818	0.00499501697873601	0.438525533254239	965	375151	3	0.0553	43	8	0.0476578649925404	0.0357411654851748	0.0618281159591774	0.421301184740522	0.306797269406926	0.581778001903997	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.566934532128159	0.128320255210688	2.07508359372912	0.0325361322072843	0.917617330229012	9.25198068947847	0.0392778691491412
Serotype_20	Population_B	Gene1_A	0.0123245313880034	0.0261759830892973	0.438525533254239	965	375151	3	0.0553	16	9	0.0158020994394271	0.0102618918862782	0.0227449788127919	0.421301184740522	0.306797269406926	0.581778001903997	0.00244332087533237	0.000646598625577623	0.010947219292899	0.566934532128159	0.128320255210688	2.07508359372912	0.282166351153013	0.906657913592121	9.25198068947847	0.0392778691491412
Serotype_1	Population_C	Gene1_A	0.0304442405817099	0.00192366131736158	0.526077831907325	1070	77460	2	0.0553	41	0	0.038696044611355	0.0283838225531564	0.0510401434233443	0.252174547051042	0.116427084606899	0.480802890813095	0.000203617631925335	4.53288447321467e-05	0.00104405095554765	0.566934532128159	0.128320255210688	2.07508359372912	0.271046472895191	0.894150997325969	9.25198068947847	0.520651637920631
Serotype_2	Population_C	Gene1_A	0.0414001481141895	7.10537281277665e-05	0.526077831907325	1070	77460	2	0.0553	41	0	0.0388665308914408	0.0282955919420985	0.0516299411776721	0.252174547051042	0.116427084606899	0.480802890813095	3.7910214095236e-06	1.06999759025287e-06	4.76897479385222e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.0611982646960711	0.946645707277925	9.25198068947847	0.520651637920631
Serotype_3	Population_C	Gene1_A	0.0393139221821912	0.00166667292466383	0.526077831907325	1070	77460	2	0.0553	32	1	0.0312982741004978	0.021900948829824	0.0428666744985083	0.252174547051042	0.116427084606899	0.480802890813095	0.000151818440547293	2.78259432827072e-05	0.000835717634048202	0.566934532128159	0.128320255210688	2.07508359372912	0.203888282744894	0.908909277698913	9.25198068947847	0.520651637920631
Serotype_4	Population_C	Gene1_A	0.0206521229702048	0.000624277781675576	0.526077831907325	1070	77460	2	0.0553	22	0	0.0210855652946222	0.0134661218057811	0.0311055995699071	0.252174547051042	0.116427084606899	0.480802890813095	7.94323820128126e-05	1.50029611034148e-05	0.000459424710304838	0.566934532128159	0.128320255210688	2.07508359372912	0.0209877853740617	0.872761158022292	9.25198068947847	0.520651637920631
Serotype_5	Population_C	Gene1_A	0.0163481434574351	0.000361271220343049	0.526077831907325	1070	77460	2	0.0553	15	0	0.0146391432406913	0.00846696383256655	0.0232968276547685	0.252174547051042	0.116427084606899	0.480802890813095	1.2210014867313e-05	1.40676118076566e-06	0.000111604366116664	0.566934532128159	0.128320255210688	2.07508359372912	0.104537877416688	0.966202636191948	9.25198068947847	0.520651637920631
Serotype_6	Population_C	Gene1_A	0.0117069908883423	0.0551160483973277	0.526077831907325	1070	77460	2	0.0553	19	1	0.0172893308456589	0.010814629660561	0.0260821486721269	0.252174547051042	0.116427084606899	0.480802890813095	0.0053260648349435	0.00142434550814157	0.0237605522680858	0.566934532128159	0.128320255210688	2.07508359372912	0.476838156838023	0.903366351728479	9.25198068947847	0.520651637920631
Serotype_7	Population_C	Gene1_A	0.00736495895544067	1.69363031133799e-05	0.526077831907325	1070	77460	2	0.0553	7	0	0.00716949964398065	0.00315338988921851	0.013413522192211	0.252174547051042	0.116427084606899	0.480802890813095	1.01005899741946e-05	1.28255380479858e-06	9.12459825986438e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.0265390903931152	0.403613060856531	9.25198068947847	0.520651637920631
Serotype_8	Population_C	Gene1_A	0.0483447378268465	0.00609865355644351	0.526077831907325	1070	77460	2	0.0553	62	0	0.0577226642509966	0.0448550575281375	0.0729845853617748	0.252174547051042	0.116427084606899	0.480802890813095	0.000584939359694556	0.000144798856902878	0.00276779992624165	0.566934532128159	0.128320255210688	2.07508359372912	0.193980293320411	0.904087130990325	9.25198068947847	0.520651637920631
Serotype_9	Population_C	Gene1_A	0.0458094580215402	0.00768771721786772	0.526077831907325	1070	77460	2	0.0553	55	0	0.0510681714500926	0.0393130057897529	0.064930679153416	0.252174547051042	0.116427084606899	0.480802890813095	0.000819696733893224	0.000210342649427584	0.00370938788988802	0.566934532128159	0.128320255210688	2.07508359372912	0.11479536444373	0.893375795354687	9.25198068947847	0.520651637920631
Serotype_10	Population_C	Gene1_A	0.0154266498167999	0.00915736905140876	0.526077831907325	1070	77460	2	0.0553	20	1	0.0197457808743441	0.0125426914045454	0.0291469727184474	0.252174547051042	0.116427084606899	0.480802890813095	0.0010189296236015	0.000266133741010298	0.00468223228387097	0.566934532128159	0.128320255210688	2.07508359372912	0.279978550679268	0.888731182735859	9.25198068947847	0.520651637920631
Serotype_11	Population_C	Gene1_A	0.0051391840679571	0.00522944348484999	0.526077831907325	1070	77460	2	0.0553	7	0	0.00712156957668273	0.00319689766344222	0.0134748979477816	0.252174547051042	0.116427084606899	0.480802890813095	0.00045041644174081	0.000115672641546816	0.00212807734188788	0.566934532128159	0.128320255210688	2.07508359372912	0.385739347435682	0.913869144384925	9.25198068947847	0.520651637920631
Serotype_12	Population_C	Gene1_A	0.0453350766096264	0.00171333895893638	0.526077831907325	1070	77460	2	0.0553	50	1	0.048073616069571	0.0361339095510401	0.0624197558111292	0.252174547051042	0.116427084606899	0.480802890813095	0.0001915960444349	4.1561226282231e-05	0.000993746558792818	0.566934532128159	0.128320255210688	2.07508359372912	0.0604066357607756	0.888173882094037	9.25198068947847	0.520651637920631
Serotype_13	Population_C	Gene1_A	0.00767883700318635	0.0211797975556686	0.526077831907325	1070	77460	2	0.0553	12	0	0.0112645261730433	0.00625993022833149	0.0185908507593906	0.252174547051042	0.116427084606899	0.480802890813095	0.00205898702020449	0.000551335488194067	0.00927865017690677	0.566934532128159	0.128320255210688	2.07508359372912	0.466957322882241	0.902785330464435	9.25198068947847	0.520651637920631
Serotype_14	Population_C	Gene1_A	0.0413290262105875	1.51053280711885e-05	0.526077831907325	1070	77460	2	0.0553	46	0	0.0435983112776959	0.0323486342328535	0.0568713654113206	0.252174547051042	0.116427084606899	0.480802890813095	3.16878813740749e-06	1.05494226525854e-06	3.58237339384754e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.054907779717468	0.790220502164958	9.25198068947847	0.520651637920631
Serotype_15	Population_C	Gene1_A	0.0325935263419524	0.00159293845675666	0.526077831907325	1070	77460	2	0.0553	27	0	0.0257845670187966	0.0172490579331799	0.0364787702427348	0.252174547051042	0.116427084606899	0.480802890813095	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.566934532128159	0.128320255210688	2.07508359372912	0.20890526700671	0.913070428092874	9.25198068947847	0.520651637920631
Serotype_16	Population_C	Gene1_A	0.0306206533336081	2.15697089724176e-05	0.526077831907325	1070	77460	2	0.0553	32	0	0.0305442148812595	0.0211771861510772	0.0418126796062385	0.252174547051042	0.116427084606899	0.480802890813095	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.00249630376973897	0.844699246627481	9.25198068947847	0.520651637920631
Serotype_17	Population_C	Gene1_A	0.0333546431618743	4.96360232812137e-05	0.526077831907325	1070	77460	2	0.0553	42	0	0.0397555849526225	0.0290994013203855	0.0525680660740037	0.252174547051042	0.116427084606899	0.480802890813095	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.566934532128159	0.128320255210688	2.07508359372912	0.191905569478997	0.929488025128552	9.25198068947847	0.520651637920631
Serotype_18	Population_C	Gene1_A	0.0406014409963973	0.0284992836819387	0.526077831907325	1070	77460	2	0.0553	44	5	0.043906654928621	0.033164219304224	0.0570315563667079	0.252174547051042	0.116427084606899	0.480802890813095	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.566934532128159	0.128320255210688	2.07508359372912	0.0814063208376514	0.909707647263646	9.25198068947847	0.520651637920631
Serotype_19	Population_C	Gene1_A	0.00417001257883385	0.00499501697873601	0.526077831907325	1070	77460	2	0.0553	3	0	0.00337264006885656	0.00101077096028351	0.00792903971272405	0.252174547051042	0.116427084606899	0.480802890813095	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.566934532128159	0.128320255210688	2.07508359372912	0.191215852447206	0.917617330229012	9.25198068947847	0.520651637920631
Serotype_20	Population_C	Gene1_A	0.0183410770609044	0.0261759830892973	0.526077831907325	1070	77460	2	0.0553	22	2	0.0218943888847389	0.0144176691180536	0.0313779907924753	0.252174547051042	0.116427084606899	0.480802890813095	0.00244332087533237	0.000646598625577623	0.010947219292899	0.566934532128159	0.128320255210688	2.07508359372912	0.193735177712587	0.906657913592121	9.25198068947847	0.520651637920631
Serotype_1	Population_C	Gene1_B	0.0165226448560134	0.00192366131736158	0.526077831907325	1070	77460	2	1e-04	14	0	0.0136824325082624	0.00793668566201378	0.0217072629560946	0.252174547051042	0.116427084606899	0.480802890813095	0.000203617631925335	4.53288447321467e-05	0.00104405095554765	0.0641427922257691	0.0322841443715132	0.388235520992767	0.171898165971733	0.894150997325969	640.427922257691	0.520651637920631
Serotype_2	Population_C	Gene1_B	0.0100332346977666	7.10537281277665e-05	0.526077831907325	1070	77460	2	1e-04	11	0	0.0109276753641728	0.00590000497087964	0.0181638305151442	0.252174547051042	0.116427084606899	0.480802890813095	3.7910214095236e-06	1.06999759025287e-06	4.76897479385222e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0891477866659768	0.946645707277925	640.427922257691	0.520651637920631
Serotype_3	Population_C	Gene1_B	0.0192443488747813	0.00166667292466383	0.526077831907325	1070	77460	2	1e-04	25	0	0.0240539213371999	0.015858020489588	0.0340281443361171	0.252174547051042	0.116427084606899	0.480802890813095	0.000151818440547293	2.78259432827072e-05	0.000835717634048202	0.0641427922257691	0.0322841443715132	0.388235520992767	0.249921288255238	0.908909277698913	640.427922257691	0.520651637920631
Serotype_4	Population_C	Gene1_B	0.00921126847388223	0.000624277781675576	0.526077831907325	1070	77460	2	1e-04	9	0	0.00905546831395493	0.00446244679817395	0.0156972642759431	0.252174547051042	0.116427084606899	0.480802890813095	7.94323820128126e-05	1.50029611034148e-05	0.000459424710304838	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0169140830461148	0.872761158022292	640.427922257691	0.520651637920631
Serotype_5	Population_C	Gene1_B	0.00951881209621206	0.000361271220343049	0.526077831907325	1070	77460	2	1e-04	11	0	0.0109002174721742	0.00580251980664841	0.0182126220847925	0.252174547051042	0.116427084606899	0.480802890813095	1.2210014867313e-05	1.40676118076566e-06	0.000111604366116664	0.0641427922257691	0.0322841443715132	0.388235520992767	0.145123715228275	0.966202636191948	640.427922257691	0.520651637920631
Serotype_6	Population_C	Gene1_B	0.029781572567299	0.0551160483973277	0.526077831907325	1070	77460	2	1e-04	29	0	0.0272473915685356	0.0187324045352824	0.0376699503418269	0.252174547051042	0.116427084606899	0.480802890813095	0.0053260648349435	0.00142434550814157	0.0237605522680858	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0850922493443477	0.903366351728479	640.427922257691	0.520651637920631
Serotype_7	Population_C	Gene1_B	0.0125511533464305	1.69363031133799e-05	0.526077831907325	1070	77460	2	1e-04	13	0	0.0127449760948271	0.00725991425037946	0.0206240529065902	0.252174547051042	0.116427084606899	0.480802890813095	1.01005899741946e-05	1.28255380479858e-06	9.12459825986438e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0154426245179828	0.403613060856531	640.427922257691	0.520651637920631
Serotype_8	Population_C	Gene1_B	0.0147352556581609	0.00609865355644351	0.526077831907325	1070	77460	2	1e-04	19	0	0.0183482453459831	0.0114277524899612	0.0277085784065571	0.252174547051042	0.116427084606899	0.480802890813095	0.000584939359694556	0.000144798856902878	0.00276779992624165	0.0641427922257691	0.0322841443715132	0.388235520992767	0.245193552907324	0.904087130990325	640.427922257691	0.520651637920631
Serotype_9	Population_C	Gene1_B	0.0377011657925323	0.00768771721786772	0.526077831907325	1070	77460	2	1e-04	48	0	0.0452145569944937	0.0337134109208911	0.0590733407581755	0.252174547051042	0.116427084606899	0.480802890813095	0.000819696733893224	0.000210342649427584	0.00370938788988802	0.0641427922257691	0.0322841443715132	0.388235520992767	0.199288033778777	0.893375795354687	640.427922257691	0.520651637920631
Serotype_10	Population_C	Gene1_B	0.0302055168314837	0.00915736905140876	0.526077831907325	1070	77460	2	1e-04	39	0	0.0369254424034211	0.0268048854825574	0.0494472562989644	0.252174547051042	0.116427084606899	0.480802890813095	0.0010189296236015	0.000266133741010298	0.00468223228387097	0.0641427922257691	0.0322841443715132	0.388235520992767	0.222473451105895	0.888731182735859	640.427922257691	0.520651637920631
Serotype_11	Population_C	Gene1_B	0.0375929219764657	0.00522944348484999	0.526077831907325	1070	77460	2	1e-04	27	0	0.025683798106076	0.0173532018020732	0.0367177260258788	0.252174547051042	0.116427084606899	0.480802890813095	0.00045041644174081	0.000115672641546816	0.00212807734188788	0.0641427922257691	0.0322841443715132	0.388235520992767	0.316791652371294	0.913869144384925	640.427922257691	0.520651637920631
Serotype_12	Population_C	Gene1_B	0.0388871324830689	0.00171333895893638	0.526077831907325	1070	77460	2	1e-04	38	0	0.0359182005197315	0.0259062522061861	0.0478735585334744	0.252174547051042	0.116427084606899	0.480802890813095	0.0001915960444349	4.1561226282231e-05	0.000993746558792818	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0763474129811452	0.888173882094037	640.427922257691	0.520651637920631
Serotype_13	Population_C	Gene1_B	0.0107436631456949	0.0211797975556686	0.526077831907325	1070	77460	2	1e-04	11	0	0.0107957942296462	0.00580235577076636	0.0180727402070688	0.252174547051042	0.116427084606899	0.480802890813095	0.00205898702020449	0.000551335488194067	0.00927865017690677	0.0641427922257691	0.0322841443715132	0.388235520992767	0.00485226344537765	0.902785330464435	640.427922257691	0.520651637920631
Serotype_14	Population_C	Gene1_B	0.0492666954407468	1.51053280711885e-05	0.526077831907325	1070	77460	2	1e-04	62	0	0.0584941539969396	0.045698287629449	0.0736616714702474	0.252174547051042	0.116427084606899	0.480802890813095	3.16878813740749e-06	1.05494226525854e-06	3.58237339384754e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.187296072400282	0.790220502164958	640.427922257691	0.520651637920631
Serotype_15	Population_C	Gene1_B	0.0153726678690873	0.00159293845675666	0.526077831907325	1070	77460	2	1e-04	18	0	0.0174170732705424	0.0107252911999009	0.0264054551509328	0.252174547051042	0.116427084606899	0.480802890813095	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.0641427922257691	0.0322841443715132	0.388235520992767	0.132989629312563	0.913070428092874	640.427922257691	0.520651637920631
Serotype_16	Population_C	Gene1_B	0.0234023062395863	2.15697089724176e-05	0.526077831907325	1070	77460	2	1e-04	26	0	0.024871619703343	0.0167224727495487	0.0352808891346713	0.252174547051042	0.116427084606899	0.480802890813095	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0627849857494488	0.844699246627481	640.427922257691	0.520651637920631
Serotype_17	Population_C	Gene1_B	0.0053627957473509	4.96360232812137e-05	0.526077831907325	1070	77460	2	1e-04	9	0	0.00902183714215652	0.00446001899909056	0.0158607459059833	0.252174547051042	0.116427084606899	0.480802890813095	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.682301092040118	0.929488025128552	640.427922257691	0.520651637920631
Serotype_18	Population_C	Gene1_B	0.0218639030354097	0.0284992836819387	0.526077831907325	1070	77460	2	1e-04	30	0	0.0284480234533827	0.0195037313257529	0.0394912342624611	0.252174547051042	0.116427084606899	0.480802890813095	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.0641427922257691	0.0322841443715132	0.388235520992767	0.301141127789931	0.909707647263646	640.427922257691	0.520651637920631
Serotype_19	Population_C	Gene1_B	0.0280325136613101	0.00499501697873601	0.526077831907325	1070	77460	2	1e-04	32	0	0.0304054864566684	0.0211958135480685	0.0419957039688743	0.252174547051042	0.116427084606899	0.480802890813095	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0846507317905436	0.917617330229012	640.427922257691	0.520651637920631
Serotype_20	Population_C	Gene1_B	0.011551127792336	0.0261759830892973	0.526077831907325	1070	77460	2	1e-04	16	0	0.0154270304807492	0.00925107850407478	0.0240261229330129	0.252174547051042	0.116427084606899	0.480802890813095	0.00244332087533237	0.000646598625577623	0.010947219292899	0.0641427922257691	0.0322841443715132	0.388235520992767	0.335543226435837	0.906657913592121	640.427922257691	0.520651637920631
Serotype_1	Population_D	Gene1_B	0.0436849843943492	0.00192366131736158	3.64302469360496	1395	126564	3	1e-04	57	0	0.0412210650540222	0.0316808914756767	0.0528686260599798	0.136042166698699	0.0232621392178163	0.71109674050645	0.000203617631925335	4.53288447321467e-05	0.00104405095554765	0.0641427922257691	0.0322841443715132	0.388235520992767	0.056401973686998	0.894150997325969	640.427922257691	0.962656809069258
Serotype_2	Population_D	Gene1_B	0.0462644608691335	7.10537281277665e-05	3.64302469360496	1395	126564	3	1e-04	64	0	0.04625004036032	0.0360007047539411	0.0581552396122876	0.136042166698699	0.0232621392178163	0.71109674050645	3.7910214095236e-06	1.06999759025287e-06	4.76897479385222e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.000311697327551057	0.946645707277925	640.427922257691	0.962656809069258
Serotype_3	Population_D	Gene1_B	0.0393776112352498	0.00166667292466383	3.64302469360496	1395	126564	3	1e-04	67	0	0.0485005294226032	0.0380181924325627	0.0605714887118878	0.136042166698699	0.0232621392178163	0.71109674050645	0.000151818440547293	2.78259432827072e-05	0.000835717634048202	0.0641427922257691	0.0322841443715132	0.388235520992767	0.231677796117476	0.908909277698913	640.427922257691	0.962656809069258
Serotype_4	Population_D	Gene1_B	0.00356526145478711	0.000624277781675576	3.64302469360496	1395	126564	3	1e-04	5	0	0.00403799015322286	0.00159029250913706	0.00821451465099074	0.136042166698699	0.0232621392178163	0.71109674050645	7.94323820128126e-05	1.50029611034148e-05	0.000459424710304838	0.0641427922257691	0.0322841443715132	0.388235520992767	0.132592996174522	0.872761158022292	640.427922257691	0.962656809069258
Serotype_5	Population_D	Gene1_B	0.0254439185140654	0.000361271220343049	3.64302469360496	1395	126564	3	1e-04	33	0	0.0240971716037524	0.0170320641071587	0.0329843948062568	0.136042166698699	0.0232621392178163	0.71109674050645	1.2210014867313e-05	1.40676118076566e-06	0.000111604366116664	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0529300119228331	0.966202636191948	640.427922257691	0.962656809069258
Serotype_6	Population_D	Gene1_B	0.0326767196180299	0.0551160483973277	3.64302469360496	1395	126564	3	1e-04	47	2	0.0349210131987587	0.0261420637359824	0.0453725635088298	0.136042166698699	0.0232621392178163	0.71109674050645	0.0053260648349435	0.00142434550814157	0.0237605522680858	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0686817283669591	0.903366351728479	640.427922257691	0.962656809069258
Serotype_7	Population_D	Gene1_B	0.0289731101831421	1.69363031133799e-05	3.64302469360496	1395	126564	3	1e-04	37	0	0.0269890614500064	0.0191426821532886	0.0365880818077944	0.136042166698699	0.0232621392178163	0.71109674050645	1.01005899741946e-05	1.28255380479858e-06	9.12459825986438e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0684789696582231	0.403613060856531	640.427922257691	0.962656809069258
Serotype_8	Population_D	Gene1_B	0.0432911945856176	0.00609865355644351	3.64302469360496	1395	126564	3	1e-04	59	0	0.0427258072617609	0.0330408032450039	0.053682632382167	0.136042166698699	0.0232621392178163	0.71109674050645	0.000584939359694556	0.000144798856902878	0.00276779992624165	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0130600998486792	0.904087130990325	640.427922257691	0.962656809069258
Serotype_9	Population_D	Gene1_B	0.0394759786082432	0.00768771721786772	3.64302469360496	1395	126564	3	1e-04	49	0	0.0355322001612429	0.0265931793383139	0.0462428451783426	0.136042166698699	0.0232621392178163	0.71109674050645	0.000819696733893224	0.000210342649427584	0.00370938788988802	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0999032471401927	0.893375795354687	640.427922257691	0.962656809069258
Serotype_10	Population_D	Gene1_B	0.0267751816892996	0.00915736905140876	3.64302469360496	1395	126564	3	1e-04	38	0	0.0276915242934811	0.0198659633349861	0.03690741120404	0.136042166698699	0.0232621392178163	0.71109674050645	0.0010189296236015	0.000266133741010298	0.00468223228387097	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0342235811810611	0.888731182735859	640.427922257691	0.962656809069258
Serotype_11	Population_D	Gene1_B	0.0132743216236122	0.00522944348484999	3.64302469360496	1395	126564	3	1e-04	24	0	0.0176845976441335	0.0117350620671742	0.0250827415159352	0.136042166698699	0.0232621392178163	0.71109674050645	0.00045041644174081	0.000115672641546816	0.00212807734188788	0.0641427922257691	0.0322841443715132	0.388235520992767	0.332241160457978	0.913869144384925	640.427922257691	0.962656809069258
Serotype_12	Population_D	Gene1_B	0.0477119026589207	0.00171333895893638	3.64302469360496	1395	126564	3	1e-04	67	0	0.0484099640053373	0.0379101241437885	0.0608338255201693	0.136042166698699	0.0232621392178163	0.71109674050645	0.0001915960444349	4.1561226282231e-05	0.000993746558792818	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0146307589409465	0.888173882094037	640.427922257691	0.962656809069258
Serotype_13	Population_D	Gene1_B	0.0172151857172139	0.0211797975556686	3.64302469360496	1395	126564	3	1e-04	32	0	0.0232530998950779	0.0163291482726935	0.0317951840168152	0.136042166698699	0.0232621392178163	0.71109674050645	0.00205898702020449	0.000551335488194067	0.00927865017690677	0.0641427922257691	0.0322841443715132	0.388235520992767	0.350731864125433	0.902785330464435	640.427922257691	0.962656809069258
Serotype_14	Population_D	Gene1_B	0.0417258150642738	1.51053280711885e-05	3.64302469360496	1395	126564	3	1e-04	54	0	0.0391448084675197	0.0296312642214119	0.0502567792516161	0.136042166698699	0.0232621392178163	0.71109674050645	3.16878813740749e-06	1.05494226525854e-06	3.58237339384754e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.061856349427286	0.790220502164958	640.427922257691	0.962656809069258
Serotype_15	Population_D	Gene1_B	0.0108044692547992	0.00159293845675666	3.64302469360496	1395	126564	3	1e-04	15	0	0.0112047572969927	0.00666067202022131	0.0176377560067283	0.136042166698699	0.0232621392178163	0.71109674050645	0.000138473458120253	3.19010471042279e-05	0.000674303033902352	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0370483762555646	0.913070428092874	640.427922257691	0.962656809069258
Serotype_16	Population_D	Gene1_B	0.0376063337782398	2.15697089724176e-05	3.64302469360496	1395	126564	3	1e-04	50	0	0.0363057412686056	0.027276870301792	0.0468366710324806	0.136042166698699	0.0232621392178163	0.71109674050645	3.34979205344244e-06	1.0649078678035e-06	3.81824109800762e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0345844005242202	0.844699246627481	640.427922257691	0.962656809069258
Serotype_17	Population_D	Gene1_B	0.00252573674079031	4.96360232812137e-05	3.64302469360496	1395	126564	3	1e-04	4	0	0.00337955843933521	0.00114959093141808	0.00739096247442035	0.136042166698699	0.0232621392178163	0.71109674050645	3.49993402632356e-06	1.05211602398701e-06	4.15425951639031e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.338048572028826	0.929488025128552	640.427922257691	0.962656809069258
Serotype_18	Population_D	Gene1_B	0.0418982166796923	0.0284992836819387	3.64302469360496	1395	126564	3	1e-04	58	0	0.0416985149822536	0.0322407148319803	0.0530889267182072	0.136042166698699	0.0232621392178163	0.71109674050645	0.00257326737494304	0.00068652238069588	0.0116439633922722	0.0641427922257691	0.0322841443715132	0.388235520992767	0.00476635315926246	0.909707647263646	640.427922257691	0.962656809069258
Serotype_19	Population_D	Gene1_B	0.0395587505307049	0.00499501697873601	3.64302469360496	1395	126564	3	1e-04	56	0	0.0404033571929463	0.0309159570776916	0.051799753773227	0.136042166698699	0.0232621392178163	0.71109674050645	0.000411502834259686	9.97470771924518e-05	0.00200569263308286	0.0641427922257691	0.0322841443715132	0.388235520992767	0.02135069108378	0.917617330229012	640.427922257691	0.962656809069258
Serotype_20	Population_D	Gene1_B	0.0146029809257016	0.0261759830892973	3.64302469360496	1395	126564	3	1e-04	22	0	0.0161332745141548	0.0103482748763773	0.0233796774289455	0.136042166698699	0.0232621392178163	0.71109674050645	0.00244332087533237	0.000646598625577623	0.010947219292899	0.0641427922257691	0.0322841443715132	0.388235520992767	0.104793233397977	0.906657913592121	640.427922257691	0.962656809069258
Serotype_1	Population_D	Gene1_B	0.0254015142214485	0.00192366131736158	3.64302469360496	1395	126564	3	1e-04	38	0	0.027606052084631	0.0198137591377179	0.0371852872893551	0.136042166698699	0.0232621392178163	0.71109674050645	0.000203617631925335	4.53288447321467e-05	0.00104405095554765	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0867876554115449	0.894150997325969	640.427922257691	0.962656809069258
Serotype_2	Population_D	Gene1_B	0.0439434523694217	7.10537281277665e-05	3.64302469360496	1395	126564	3	1e-04	67	0	0.0485572322056633	0.0382351450825112	0.0602895834208408	0.136042166698699	0.0232621392178163	0.71109674050645	3.7910214095236e-06	1.06999759025287e-06	4.76897479385222e-05	0.0641427922257691	0.0322841443715132	0.388235520992767	0.104993567584419	0.946645707277925	640.427922257691	0.962656809069258
Serotype_3	Population_D	Gene1_B	0.0488717667758465	0.00166667292466383	3.64302469360496	1395	126564	3	1e-04	62	0	0.0448141206243542	0.0345570210406626	0.0568499128870562	0.136042166698699	0.0232621392178163	0.71109674050645	0.000151818440547293	2.78259432827072e-05	0.000835717634048202	0.0641427922257691	0.0322841443715132	0.388235520992767	0.0830263855633241	0.908909277698913	640.427922257691	0.962656809069258
